"","year","trait","TP","Family","Qsd1","correlation","Spearman_Cor","n_test","n_train","fold","trainingProportion"
"5371","2021","GE","TP1","Scala/DH130910","0",0.250079151654761,0.110837438423645,29,50,48,200
"5372","2021","GE","TP1","Scala/DH130910","2",0.139313488809356,0.283357771260997,32,50,48,200
"5373","2021","GE","TP1","Scala/DH130910","AllAlleles",0.450969151071273,0.540560549973559,61,50,48,200
"5374","2021","GE","TP1","Wintmalt/DH130910","0",0.695392259412061,0.762845849802372,23,63,48,200
"5375","2021","GE","TP1","Wintmalt/DH130910","2",0.250434802772965,0.351279199110122,30,63,48,200
"5376","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.671024031074,0.661828737300435,53,63,48,200
"5377","2021","GE","TP1","Overall","0",0.552868658074235,0.504608294930876,63,200,49,200
"5378","2021","GE","TP1","Overall","2",0.403972236541528,0.327324361032226,90,200,49,200
"5379","2021","GE","TP1","Overall","AllAlleles",0.581433768131949,0.622944393068232,153,200,49,200
"5380","2021","GE","TP1","SY_Tepee/DH130910","0",0.299559174733253,0.368421052631579,18,76,49,200
"5381","2021","GE","TP1","SY_Tepee/DH130910","2",0.487695235037318,0.369758064516129,31,76,49,200
"5382","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.569663170764849,0.630918367346939,49,76,49,200
"5383","2021","GE","TP1","Scala/DH130910","0",0.553256760314838,0.518796992481203,20,65,49,200
"5384","2021","GE","TP1","Scala/DH130910","2",0.434469380071691,0.336752136752137,26,65,49,200
"5385","2021","GE","TP1","Scala/DH130910","AllAlleles",0.622059675508479,0.739870490286772,46,65,49,200
"5386","2021","GE","TP1","Wintmalt/DH130910","0",0.621446877732203,0.614615384615385,25,59,49,200
"5387","2021","GE","TP1","Wintmalt/DH130910","2",0.478747110985865,0.223607038123167,32,59,49,200
"5388","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.610584567677481,0.546862846772103,57,59,49,200
"5389","2021","GE","TP1","Overall","0",0.551362424551599,0.532019704433498,57,200,50,200
"5390","2021","GE","TP1","Overall","2",0.268515283053745,0.408220293000543,96,200,50,200
"5391","2021","GE","TP1","Overall","AllAlleles",0.56492979118212,0.618062536019192,153,200,50,200
"5392","2021","GE","TP1","SY_Tepee/DH130910","0",0.462660252004746,0.469172932330827,20,70,50,200
"5393","2021","GE","TP1","SY_Tepee/DH130910","2",0.330056113401161,0.152941176470588,35,70,50,200
"5394","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.558177019696389,0.496969696969697,55,70,50,200
"5395","2021","GE","TP1","Scala/DH130910","0",0.483770938566276,0.450028232636928,22,60,50,200
"5396","2021","GE","TP1","Scala/DH130910","2",0.160973573336723,0.341379310344828,29,60,50,200
"5397","2021","GE","TP1","Scala/DH130910","AllAlleles",0.506754532353823,0.638733031674208,51,60,50,200
"5398","2021","GE","TP1","Wintmalt/DH130910","0",0.482158151180036,0.407142857142857,15,69,50,200
"5399","2021","GE","TP1","Wintmalt/DH130910","2",0.239854970107498,0.395527859237537,32,69,50,200
"5400","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.563281949743708,0.560360777058279,47,69,50,200
"5401","2021","GE","TP1","Overall","0",0.549954223443607,0.463413208649912,59,200,51,200
"5402","2021","GE","TP1","Overall","2",0.281573376472945,0.237770472853376,94,200,51,200
"5403","2021","GE","TP1","Overall","AllAlleles",0.55949638040993,0.492400788066423,153,200,51,200
"5404","2021","GE","TP1","SY_Tepee/DH130910","0",0.138075192432426,0.166666666666667,19,73,51,200
"5405","2021","GE","TP1","SY_Tepee/DH130910","2",0.101527330638905,0.142713903743315,33,73,51,200
"5406","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.408919237272142,0.434133014599163,52,73,51,200
"5407","2021","GE","TP1","Scala/DH130910","0",0.556028990975248,0.433766233766234,21,63,51,200
"5408","2021","GE","TP1","Scala/DH130910","2",0.538963749455803,0.181318681318681,27,63,51,200
"5409","2021","GE","TP1","Scala/DH130910","AllAlleles",0.584800560497779,0.523447676943118,48,63,51,200
"5410","2021","GE","TP1","Wintmalt/DH130910","0",0.610526714532159,0.58421052631579,19,64,51,200
"5411","2021","GE","TP1","Wintmalt/DH130910","2",0.134713159307765,0.133689839572193,33,64,51,200
"5412","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.598906303169852,0.444890292837019,52,64,51,200
"5413","2021","GE","TP1","Overall","0",0.603094037091227,0.486877828054299,51,200,52,200
"5414","2021","GE","TP1","Overall","2",0.339614770646349,0.291834063235367,102,200,52,200
"5415","2021","GE","TP1","Overall","AllAlleles",0.581196711953426,0.510618550569911,153,200,52,200
"5416","2021","GE","TP1","SY_Tepee/DH130910","0",0.477065450702427,0.430340557275542,18,66,52,200
"5417","2021","GE","TP1","SY_Tepee/DH130910","2",0.237202580011059,0.0914634146341464,41,66,52,200
"5418","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.56578443402242,0.485914669783752,59,66,52,200
"5419","2021","GE","TP1","Scala/DH130910","0",0.576426317361912,0.555053642010164,22,60,52,200
"5420","2021","GE","TP1","Scala/DH130910","2",0.0393922848352639,0.307389162561576,29,60,52,200
"5421","2021","GE","TP1","Scala/DH130910","AllAlleles",0.586626036270344,0.541990950226244,51,60,52,200
"5422","2021","GE","TP1","Wintmalt/DH130910","0",0.756252043566836,0.572727272727273,11,73,52,200
"5423","2021","GE","TP1","Wintmalt/DH130910","2",0.424388991569179,0.257538265218749,32,73,52,200
"5424","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.596177364582007,0.468456224141773,43,73,52,200
"5425","2021","GE","TP1","Overall","0",0.467785188653275,0.443477190931742,58,200,53,200
"5426","2021","GE","TP1","Overall","2",0.304401350038889,0.348474244120941,95,200,53,200
"5427","2021","GE","TP1","Overall","AllAlleles",0.548933205963247,0.601282618310482,153,200,53,200
"5428","2021","GE","TP1","SY_Tepee/DH130910","0",0.450489843739415,0.502597402597403,21,61,53,200
"5429","2021","GE","TP1","SY_Tepee/DH130910","2",0.178072347534989,0.340380549682875,43,61,53,200
"5430","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.53329689111509,0.589972527472527,64,61,53,200
"5431","2021","GE","TP1","Scala/DH130910","0",0.626311187071118,0.543859649122807,18,65,53,200
"5432","2021","GE","TP1","Scala/DH130910","2",0.419560263151195,0.287903667214012,28,65,53,200
"5433","2021","GE","TP1","Scala/DH130910","AllAlleles",0.617760019178216,0.694480419364786,46,65,53,200
"5434","2021","GE","TP1","Wintmalt/DH130910","0",0.376227476429602,0.436842105263158,19,74,53,200
"5435","2021","GE","TP1","Wintmalt/DH130910","2",0.310214405937601,0.404150197628458,23,74,53,200
"5436","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.479655879727142,0.503929989466008,42,74,53,200
"5437","2021","GE","TP1","Overall","0",0.599391113665792,0.587957875457875,64,200,54,200
"5438","2021","GE","TP1","Overall","2",0.456211354185908,0.448484848484849,89,200,54,200
"5439","2021","GE","TP1","Overall","AllAlleles",0.617449449084062,0.664914291075282,153,200,54,200
"5440","2021","GE","TP1","SY_Tepee/DH130910","0",0.550470968201439,0.618163054695562,18,73,54,200
"5441","2021","GE","TP1","SY_Tepee/DH130910","2",0.0782374457038652,0.119022154316272,34,73,54,200
"5442","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.567659463961592,0.460087082728592,52,73,54,200
"5443","2021","GE","TP1","Scala/DH130910","0",0.613594235955064,0.458441558441558,21,69,54,200
"5444","2021","GE","TP1","Scala/DH130910","2",0.375073189483602,0.276623376623377,21,69,54,200
"5445","2021","GE","TP1","Scala/DH130910","AllAlleles",0.581341417991805,0.615590308727007,42,69,54,200
"5446","2021","GE","TP1","Wintmalt/DH130910","0",0.669997123915935,0.716923076923077,25,58,54,200
"5447","2021","GE","TP1","Wintmalt/DH130910","2",0.575586601996034,0.533756684491979,33,58,54,200
"5448","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.663413245321281,0.68242640499554,58,58,54,200
"5449","2021","GE","TP1","Overall","0",0.441401241713309,0.51790514592934,63,200,55,200
"5450","2021","GE","TP1","Overall","2",0.297943684525273,0.174812424631783,90,200,55,200
"5451","2021","GE","TP1","Overall","AllAlleles",0.537902910900144,0.586377865099003,153,200,55,200
"5452","2021","GE","TP1","SY_Tepee/DH130910","0",0.305228918340825,0.396153846153846,25,64,55,200
"5453","2021","GE","TP1","SY_Tepee/DH130910","2",0.561905009182345,0.276705276705277,36,64,55,200
"5454","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.517748505217723,0.5806980433633,61,64,55,200
"5455","2021","GE","TP1","Scala/DH130910","0",0.369079053152305,0.453044375644995,18,68,55,200
"5456","2021","GE","TP1","Scala/DH130910","2",0.175082207524781,0.146153846153846,25,68,55,200
"5457","2021","GE","TP1","Scala/DH130910","AllAlleles",0.473098292088475,0.64074297795228,43,68,55,200
"5458","2021","GE","TP1","Wintmalt/DH130910","0",0.512353069504289,0.526315789473684,20,68,55,200
"5459","2021","GE","TP1","Wintmalt/DH130910","2",0.223612472305132,0.0333880678708265,28,68,55,200
"5460","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.600068040994986,0.544507164567955,48,68,55,200
"5461","2021","GE","TP1","Overall","0",0.454190498518796,0.411855178565936,58,200,56,200
"5462","2021","GE","TP1","Overall","2",0.320191142326563,0.274902015677492,95,200,56,200
"5463","2021","GE","TP1","Overall","AllAlleles",0.545671198405082,0.51615335129267,153,200,56,200
"5464","2021","GE","TP1","SY_Tepee/DH130910","0",0.438579532927383,0.532142857142857,15,74,56,200
"5465","2021","GE","TP1","SY_Tepee/DH130910","2",0.240612846466187,0.00386100386100386,36,74,56,200
"5466","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.564941266930613,0.451855203619909,51,74,56,200
"5467","2021","GE","TP1","Scala/DH130910","0",0.39094224059189,0.247368421052632,19,62,56,200
"5468","2021","GE","TP1","Scala/DH130910","2",0.0145284270859045,0.244938820912125,30,62,56,200
"5469","2021","GE","TP1","Scala/DH130910","AllAlleles",0.451355609180053,0.458775510204082,49,62,56,200
"5470","2021","GE","TP1","Wintmalt/DH130910","0",0.515418240580995,0.464347826086956,24,64,56,200
"5471","2021","GE","TP1","Wintmalt/DH130910","2",0.528085396602163,0.331143951833607,28,64,56,200
"5472","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.593242640067343,0.524460001707504,52,64,56,200
"5473","2021","GE","TP1","Overall","0",0.420192451649327,0.433882783882784,64,200,57,200
"5474","2021","GE","TP1","Overall","2",0.194198503338048,0.220190670752469,89,200,57,200
"5475","2021","GE","TP1","Overall","AllAlleles",0.550208358360389,0.580525511640063,153,200,57,200
"5476","2021","GE","TP1","SY_Tepee/DH130910","0",0.146694840317375,0.21203007518797,20,71,57,200
"5477","2021","GE","TP1","SY_Tepee/DH130910","2",0.163469111253441,0.176470588235294,34,71,57,200
"5478","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.468632324068168,0.476043453401944,54,71,57,200
"5479","2021","GE","TP1","Scala/DH130910","0",0.286291752837023,0.256521739130435,24,64,57,200
"5480","2021","GE","TP1","Scala/DH130910","2",0.0785526108539349,-0.00395256916996047,23,64,57,200
"5481","2021","GE","TP1","Scala/DH130910","AllAlleles",0.491601951291479,0.527405180388529,47,64,57,200
"5482","2021","GE","TP1","Wintmalt/DH130910","0",0.525223824508037,0.601503759398496,20,64,57,200
"5483","2021","GE","TP1","Wintmalt/DH130910","2",0.370106372865914,0.364736070381232,32,64,57,200
"5484","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.597233274879943,0.669000256125672,52,64,57,200
"5485","2021","GE","TP1","Overall","0",0.474972956592346,0.444927767579216,67,200,58,200
"5486","2021","GE","TP1","Overall","2",0.493006464476471,0.35785650266522,86,200,58,200
"5487","2021","GE","TP1","Overall","AllAlleles",0.557054387579292,0.57948346802836,153,200,58,200
"5488","2021","GE","TP1","SY_Tepee/DH130910","0",0.411348189346484,0.489473684210526,19,72,58,200
"5489","2021","GE","TP1","SY_Tepee/DH130910","2",0.341383033560326,0.0811306340718105,34,72,58,200
"5490","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.581219825627392,0.493226898887276,53,72,58,200
"5491","2021","GE","TP1","Scala/DH130910","0",0.55094716900632,0.474548440065681,28,60,58,200
"5492","2021","GE","TP1","Scala/DH130910","2",0.289956944596215,0.376482213438735,23,60,58,200
"5493","2021","GE","TP1","Scala/DH130910","AllAlleles",0.558450399328012,0.601900452488688,51,60,58,200
"5494","2021","GE","TP1","Wintmalt/DH130910","0",0.432170389340984,0.488721804511278,20,67,58,200
"5495","2021","GE","TP1","Wintmalt/DH130910","2",0.580039713580214,0.449261083743842,29,67,58,200
"5496","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.540111106127858,0.560204081632653,49,67,58,200
"5497","2021","GE","TP1","Overall","0",0.506057311397332,0.405156037991859,66,200,59,200
"5498","2021","GE","TP1","Overall","2",0.286929566772141,0.25167675147627,87,200,59,200
"5499","2021","GE","TP1","Overall","AllAlleles",0.577138125275349,0.591867368957152,153,200,59,200
"5500","2021","GE","TP1","SY_Tepee/DH130910","0",0.504734518015515,0.550051599587203,18,68,59,200
"5501","2021","GE","TP1","SY_Tepee/DH130910","2",0.314179519634153,0.244534412955466,39,68,59,200
"5502","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.556069825340514,0.567150635208712,57,68,59,200
"5503","2021","GE","TP1","Scala/DH130910","0",0.399583219936338,0.184371184371184,27,61,59,200
"5504","2021","GE","TP1","Scala/DH130910","2",0.377801578806235,0.138339920948617,23,61,59,200
"5505","2021","GE","TP1","Scala/DH130910","AllAlleles",0.524718983942608,0.562929171668668,50,61,59,200
"5506","2021","GE","TP1","Wintmalt/DH130910","0",0.510194415861851,0.522077922077922,21,70,59,200
"5507","2021","GE","TP1","Wintmalt/DH130910","2",0.194404301238701,0.167692307692308,25,70,59,200
"5508","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.599327042424004,0.530188097440641,46,70,59,200
"5509","2021","GE","TP1","Overall","0",0.414317070419329,0.379772466339631,66,200,60,200
"5510","2021","GE","TP1","Overall","2",0.412688489402866,0.361751666510947,87,200,60,200
"5511","2021","GE","TP1","Overall","AllAlleles",0.540562822045739,0.586508539487744,153,200,60,200
"5512","2021","GE","TP1","SY_Tepee/DH130910","0",0.515101990740748,0.649122807017544,18,70,60,200
"5513","2021","GE","TP1","SY_Tepee/DH130910","2",0.197013467892215,0.201043148411569,37,70,60,200
"5514","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.674485115329644,0.613203463203463,55,70,60,200
"5515","2021","GE","TP1","Scala/DH130910","0",0.397256079301447,0.252873563218391,28,64,60,200
"5516","2021","GE","TP1","Scala/DH130910","2",0.499871756724356,0.489473684210526,19,64,60,200
"5517","2021","GE","TP1","Scala/DH130910","AllAlleles",0.518019545229074,0.569958371877891,47,64,60,200
"5518","2021","GE","TP1","Wintmalt/DH130910","0",0.365994628507925,0.530827067669173,20,66,60,200
"5519","2021","GE","TP1","Wintmalt/DH130910","2",0.459448423466217,0.112791991101224,30,66,60,200
"5520","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.517410872253948,0.444801920768307,50,66,60,200
"5521","2021","GE","TP1","Overall","0",0.564207395190939,0.521174004192872,54,200,61,200
"5522","2021","GE","TP1","Overall","2",0.369868529357208,0.273382807668522,99,200,61,200
"5523","2021","GE","TP1","Overall","AllAlleles",0.592251011531595,0.565065739214346,153,200,61,200
"5524","2021","GE","TP1","SY_Tepee/DH130910","0",0.503642823097588,0.503571428571428,15,75,61,200
"5525","2021","GE","TP1","SY_Tepee/DH130910","2",0.106583966318433,0.00420168067226891,35,75,61,200
"5526","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.570868501590609,0.429243697478992,50,75,61,200
"5527","2021","GE","TP1","Scala/DH130910","0",0.4414215466847,0.362745098039216,17,64,61,200
"5528","2021","GE","TP1","Scala/DH130910","2",0.155015028977846,0.289432703003337,30,64,61,200
"5529","2021","GE","TP1","Scala/DH130910","AllAlleles",0.526073558490891,0.597710453283996,47,64,61,200
"5530","2021","GE","TP1","Wintmalt/DH130910","0",0.649341894716157,0.645398080180689,22,61,61,200
"5531","2021","GE","TP1","Wintmalt/DH130910","2",0.463777370796017,0.0785427807486631,33,61,61,200
"5532","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.643355801454082,0.501659451659452,55,61,61,200
"5533","2021","GE","TP1","Overall","0",0.444515950826096,0.509264592933948,63,200,62,200
"5534","2021","GE","TP1","Overall","2",0.433060043193916,0.458468123636663,90,200,62,200
"5535","2021","GE","TP1","Overall","AllAlleles",0.545010924469239,0.634785493144626,153,200,62,200
"5536","2021","GE","TP1","SY_Tepee/DH130910","0",0.502854532936663,0.608391608391608,12,82,62,200
"5537","2021","GE","TP1","SY_Tepee/DH130910","2",0.596349261412469,0.190725806451613,31,82,62,200
"5538","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.608732522741928,0.431440652370885,43,82,62,200
"5539","2021","GE","TP1","Scala/DH130910","0",0.341661925717912,0.376678876678877,27,54,62,200
"5540","2021","GE","TP1","Scala/DH130910","2",0.135086351978337,0.304115684093437,30,54,62,200
"5541","2021","GE","TP1","Scala/DH130910","AllAlleles",0.4500911716923,0.60292973813845,57,54,62,200
"5542","2021","GE","TP1","Wintmalt/DH130910","0",0.450076307032118,0.518260869565217,24,64,62,200
"5543","2021","GE","TP1","Wintmalt/DH130910","2",0.561183607069794,0.329501915708812,28,64,62,200
"5544","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.588297691748665,0.569964996158115,52,64,62,200
"5545","2021","GE","TP1","Overall","0",0.560581265157804,0.624780829924021,58,200,63,200
"5546","2021","GE","TP1","Overall","2",0.196139525889281,0.342511198208287,95,200,63,200
"5547","2021","GE","TP1","Overall","AllAlleles",0.575084169621016,0.67119000710332,153,200,63,200
"5548","2021","GE","TP1","SY_Tepee/DH130910","0",0.487063385558219,0.488311688311688,21,65,63,200
"5549","2021","GE","TP1","SY_Tepee/DH130910","2",0.133060436563999,0.263967611336032,39,65,63,200
"5550","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.624495966123745,0.612725757154765,60,65,63,200
"5551","2021","GE","TP1","Scala/DH130910","0",0.652773579649586,0.739130434782609,23,61,63,200
"5552","2021","GE","TP1","Scala/DH130910","2",0.0383731711775959,0.169108669108669,27,61,63,200
"5553","2021","GE","TP1","Scala/DH130910","AllAlleles",0.597268849844308,0.669051620648259,50,61,63,200
"5554","2021","GE","TP1","Wintmalt/DH130910","0",0.451019392466985,0.384615384615385,14,74,63,200
"5555","2021","GE","TP1","Wintmalt/DH130910","2",0.216469993775766,0.212370005473454,28,74,63,200
"5556","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.550119220039257,0.636496232071955,42,74,63,200
"5557","2021","GE","TP1","Overall","0",0.553218326252642,0.572733704512597,58,200,64,200
"5558","2021","GE","TP1","Overall","2",0.46177128373421,0.274790033594625,95,200,64,200
"5559","2021","GE","TP1","Overall","AllAlleles",0.613461951091631,0.600398053958425,153,200,64,200
"5560","2021","GE","TP1","SY_Tepee/DH130910","0",0.325557870427287,0.454545454545455,12,78,64,200
"5561","2021","GE","TP1","SY_Tepee/DH130910","2",0.638777102612642,0.133893557422969,35,78,64,200
"5562","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.62818922164285,0.459990749306198,47,78,64,200
"5563","2021","GE","TP1","Scala/DH130910","0",0.630393762170816,0.596521739130435,24,59,64,200
"5564","2021","GE","TP1","Scala/DH130910","2",0.381377663556815,0.170771756978654,28,59,64,200
"5565","2021","GE","TP1","Scala/DH130910","AllAlleles",0.658947188861355,0.724494151797148,52,59,64,200
"5566","2021","GE","TP1","Wintmalt/DH130910","0",0.640380109847376,0.658949745906268,22,63,64,200
"5567","2021","GE","TP1","Wintmalt/DH130910","2",0.467661132931731,0.229032258064516,31,63,64,200
"5568","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.626930048627473,0.531365908724399,53,63,64,200
"5569","2021","GE","TP1","Overall","0",0.477452686282155,0.535506003430532,54,200,65,200
"5570","2021","GE","TP1","Overall","2",0.407879883867968,0.358577612863327,99,200,65,200
"5571","2021","GE","TP1","Overall","AllAlleles",0.539611360030398,0.593016632490317,153,200,65,200
"5572","2021","GE","TP1","SY_Tepee/DH130910","0",0.301701610631181,0.443627450980392,17,67,65,200
"5573","2021","GE","TP1","SY_Tepee/DH130910","2",0.455745864303802,0.351219512195122,41,67,65,200
"5574","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.540542107668943,0.593035774708542,58,67,65,200
"5575","2021","GE","TP1","Scala/DH130910","0",0.740092669591712,0.73859649122807,19,63,65,200
"5576","2021","GE","TP1","Scala/DH130910","2",0.180584029609827,0.233004926108374,29,63,65,200
"5577","2021","GE","TP1","Scala/DH130910","AllAlleles",0.653200685002421,0.668801563178463,48,63,65,200
"5578","2021","GE","TP1","Wintmalt/DH130910","0",0.479117157980756,0.585139318885449,18,69,65,200
"5579","2021","GE","TP1","Wintmalt/DH130910","2",0.434237734555077,0.271428571428571,29,69,65,200
"5580","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.507092502565234,0.505550416281221,47,69,65,200
"5581","2021","GE","TP1","Overall","0",0.56533158504176,0.565750915750916,64,200,66,200
"5582","2021","GE","TP1","Overall","2",0.366909920461657,0.364027919645897,89,200,66,200
"5583","2021","GE","TP1","Overall","AllAlleles",0.584301011715671,0.607350595740689,153,200,66,200
"5584","2021","GE","TP1","SY_Tepee/DH130910","0",0.602651559868497,0.727941176470588,17,74,66,200
"5585","2021","GE","TP1","SY_Tepee/DH130910","2",0.544612561621002,0.542551566080978,34,74,66,200
"5586","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.600225366702594,0.677647058823529,51,74,66,200
"5587","2021","GE","TP1","Scala/DH130910","0",0.448464851913248,0.331304347826087,24,64,66,200
"5588","2021","GE","TP1","Scala/DH130910","2",0.0507465626597554,0.075098814229249,23,64,66,200
"5589","2021","GE","TP1","Scala/DH130910","AllAlleles",0.478795036814643,0.492252543940796,47,64,66,200
"5590","2021","GE","TP1","Wintmalt/DH130910","0",0.653222096047692,0.633399209486166,23,62,66,200
"5591","2021","GE","TP1","Wintmalt/DH130910","2",0.452105153337893,0.216129032258065,31,62,66,200
"5592","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.665508668065649,0.587421383647799,54,62,66,200
"5593","2021","GE","TP1","Overall","0",0.538949416602812,0.521301793349534,58,200,67,200
"5594","2021","GE","TP1","Overall","2",0.312626543326674,0.354151575280637,95,200,67,200
"5595","2021","GE","TP1","Overall","AllAlleles",0.574829865732003,0.600817385054914,153,200,67,200
"5596","2021","GE","TP1","SY_Tepee/DH130910","0",0.237084000735803,0.318627450980392,17,65,67,200
"5597","2021","GE","TP1","SY_Tepee/DH130910","2",0.543420931580787,0.186348535185744,43,65,67,200
"5598","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.585842125195519,0.539427618782995,60,65,67,200
"5599","2021","GE","TP1","Scala/DH130910","0",0.3229813824959,0.358101135190918,18,69,67,200
"5600","2021","GE","TP1","Scala/DH130910","2",0.0852631376069281,0.313913043478261,24,69,67,200
"5601","2021","GE","TP1","Scala/DH130910","AllAlleles",0.525958236542522,0.669718823434082,42,69,67,200
"5602","2021","GE","TP1","Wintmalt/DH130910","0",0.679067635100187,0.657114624505929,23,65,67,200
"5603","2021","GE","TP1","Wintmalt/DH130910","2",0.21070047104121,0.118516492145859,28,65,67,200
"5604","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.623164993373918,0.495079074313911,51,65,67,200
"5605","2021","GE","TP1","Overall","0",0.455886297433394,0.561232517482517,65,200,68,200
"5606","2021","GE","TP1","Overall","2",0.19270575595382,0.302280222081326,88,200,68,200
"5607","2021","GE","TP1","Overall","AllAlleles",0.489938554151998,0.544495048194748,153,200,68,200
"5608","2021","GE","TP1","SY_Tepee/DH130910","0",0.539232845328295,0.764705882352941,16,77,68,200
"5609","2021","GE","TP1","SY_Tepee/DH130910","2",0.279716882775408,0.314516129032258,32,77,68,200
"5610","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.425013102295495,0.547872340425532,48,77,68,200
"5611","2021","GE","TP1","Scala/DH130910","0",0.412771371544544,0.454545454545455,22,66,68,200
"5612","2021","GE","TP1","Scala/DH130910","2",-0.00396411603573459,0.16699604743083,23,66,68,200
"5613","2021","GE","TP1","Scala/DH130910","AllAlleles",0.401628887246317,0.502371541501976,45,66,68,200
"5614","2021","GE","TP1","Wintmalt/DH130910","0",0.661323298442263,0.677655677655678,27,57,68,200
"5615","2021","GE","TP1","Wintmalt/DH130910","2",0.29104142335746,0.314544955954003,32,57,68,200
"5616","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.621509207574632,0.574263212557101,59,57,68,200
"5617","2021","GE","TP1","Overall","0",0.566992019240921,0.631993654151243,61,200,69,200
"5618","2021","GE","TP1","Overall","2",0.512569096213113,0.462047069340197,92,200,69,200
"5619","2021","GE","TP1","Overall","AllAlleles",0.598664005157845,0.657928243067562,153,200,69,200
"5620","2021","GE","TP1","SY_Tepee/DH130910","0",0.188988175506062,0.367532467532468,21,73,69,200
"5621","2021","GE","TP1","SY_Tepee/DH130910","2",0.442645970179807,0.309274193548387,31,73,69,200
"5622","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.508005688834975,0.603090583112781,52,73,69,200
"5623","2021","GE","TP1","Scala/DH130910","0",0.715107208450193,0.734189723320158,23,63,69,200
"5624","2021","GE","TP1","Scala/DH130910","2",0.510301829105287,0.63,25,63,69,200
"5625","2021","GE","TP1","Scala/DH130910","AllAlleles",0.643804244353936,0.751845419018671,48,63,69,200
"5626","2021","GE","TP1","Wintmalt/DH130910","0",0.448020633792488,0.620098039215686,17,63,69,200
"5627","2021","GE","TP1","Wintmalt/DH130910","2",0.580010841840746,0.251994851994852,36,63,69,200
"5628","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.611900255353253,0.566763425253991,53,63,69,200
"5629","2021","GE","TP1","Overall","0",0.48481447980319,0.523901098901099,64,200,70,200
"5630","2021","GE","TP1","Overall","2",0.243285723641246,0.473850868232891,89,200,70,200
"5631","2021","GE","TP1","Overall","AllAlleles",0.539366843166985,0.636289922667632,153,200,70,200
"5632","2021","GE","TP1","SY_Tepee/DH130910","0",0.38374978411104,0.627272727272727,21,70,70,200
"5633","2021","GE","TP1","SY_Tepee/DH130910","2",0.244838014559577,0.417570664629488,34,70,70,200
"5634","2021","GE","TP1","SY_Tepee/DH130910","AllAlleles",0.473442005589467,0.639177489177489,55,70,70,200
"5635","2021","GE","TP1","Scala/DH130910","0",0.391951037846718,0.344932844932845,27,57,70,200
"5636","2021","GE","TP1","Scala/DH130910","2",0.188938919125242,0.498168498168498,27,57,70,200
"5637","2021","GE","TP1","Scala/DH130910","AllAlleles",0.492582793657196,0.590089574995235,54,57,70,200
"5638","2021","GE","TP1","Wintmalt/DH130910","0",0.425767025441639,0.426470588235294,16,73,70,200
"5639","2021","GE","TP1","Wintmalt/DH130910","2",0.354163624408472,0.178876678876679,27,73,70,200
"5640","2021","GE","TP1","Wintmalt/DH130910","AllAlleles",0.588326953355757,0.557384475989127,43,73,70,200
"5641","2021","GE","TP1","Overall","0",0.533752597608387,0.529020979020979,65,200,71,200
"5642","2021","GE","TP1","Overall","2",0.30956321403118,0.322038674227748,88,200,71,200
