"","year","trait","TP","Qsd1Train","Family","Qsd1","correlation","Spearman_Cor","n_test","n_train","fold","trainingProportion"
"5544","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.206229974106711,0.0768072576327342,54,14,93,40
"5545","2021","GE","TP1",2,"Overall",0,0.244460926804456,0.249804787290448,146,40,94,40
"5546","2021","GE","TP1",2,"Overall",2,0.116818205361435,0.228177914894532,168,40,94,40
"5547","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.0237297783521935,-0.0416792509815766,43,17,94,40
"5548","2021","GE","TP1",2,"SY_Tepee/DH130910",2,-0.0477399168445284,0.0847902097902098,65,17,94,40
"5549","2021","GE","TP1",2,"Scala/DH130910",0,0.0885088525081567,0.242919763674481,54,17,94,40
"5550","2021","GE","TP1",2,"Scala/DH130910",2,-0.0648650458879177,-0.183677298311445,40,17,94,40
"5551","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.0691317844915735,0.0729591836734694,49,6,94,40
"5552","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.0848436815673532,-0.127044484466323,62,6,94,40
"5553","2021","GE","TP1",2,"Overall",0,0.261214677691748,0.309808836146646,146,40,95,40
"5554","2021","GE","TP1",2,"Overall",2,0.223443076739595,0.244489353274879,168,40,95,40
"5555","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.288766580732026,0.268951978254304,43,14,95,40
"5556","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.149393389247617,0.150780623735542,68,14,95,40
"5557","2021","GE","TP1",2,"Scala/DH130910",0,0.256616497086687,0.256260720411664,54,11,95,40
"5558","2021","GE","TP1",2,"Scala/DH130910",2,0.292035742057698,0.155473327166204,46,11,95,40
"5559","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.0137158007018838,0.0190816326530612,49,14,95,40
"5560","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.116274022061869,-0.0343059711510972,54,14,95,40
"5561","2021","GE","TP1",2,"Overall",0,0.375281357282792,0.335949022972439,146,40,96,40
"5562","2021","GE","TP1",2,"Overall",2,0.186358131994349,0.33899825749801,168,40,96,40
"5563","2021","GE","TP1",2,"SY_Tepee/DH130910",0,-0.0715945030441264,-0.0454545454545455,43,14,96,40
"5564","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.137627127360087,0.133221361224568,68,14,96,40
"5565","2021","GE","TP1",2,"Scala/DH130910",0,0.229021330558917,0.241928721174004,54,13,96,40
"5566","2021","GE","TP1",2,"Scala/DH130910",2,0.0840022456096828,0.267653276955603,44,13,96,40
"5567","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.460248748816699,0.479489795918367,49,12,96,40
"5568","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.120016473937609,0.129428049028621,56,12,96,40
"5569","2021","GE","TP1",2,"Overall",0,0.108708056897786,0.13120414911359,146,40,97,40
"5570","2021","GE","TP1",2,"Overall",2,0.0861249416004419,0.202985663903382,168,40,97,40
"5571","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.146522356562589,0.129266082754455,43,16,97,40
"5572","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.0716471679255827,0.110698256966914,66,16,97,40
"5573","2021","GE","TP1",2,"Scala/DH130910",0,-0.0601204714834787,0.0644558795502192,54,10,97,40
"5574","2021","GE","TP1",2,"Scala/DH130910",2,0.148059851741139,0.0842969472710453,47,10,97,40
"5575","2021","GE","TP1",2,"Wintmalt/DH130910",0,-0.19191040027454,-0.222448979591837,49,13,97,40
"5576","2021","GE","TP1",2,"Wintmalt/DH130910",2,-0.0886356394292712,-0.0654052201625189,55,13,97,40
"5577","2021","GE","TP1",2,"Overall",0,0.294418278424059,0.311748431068223,146,40,98,40
"5578","2021","GE","TP1",2,"Overall",2,0.204888586577178,0.245374846250019,168,40,98,40
"5579","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.119093497194522,0.171700392630625,43,16,98,40
"5580","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.123725978598695,0.0105416971088613,66,16,98,40
"5581","2021","GE","TP1",2,"Scala/DH130910",0,0.183989604519763,0.184981894415857,54,9,98,40
"5582","2021","GE","TP1",2,"Scala/DH130910",2,0.137275608100008,0.175206252713852,48,9,98,40
"5583","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.189923317046361,0.301530612244898,49,15,98,40
"5584","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.16452464812951,0.0130624092888244,53,15,98,40
"5585","2021","GE","TP1",2,"Overall",0,0.22352155428377,0.22561961960032,146,40,99,40
"5586","2021","GE","TP1",2,"Overall",2,0.226367084700268,0.202076826904095,168,40,99,40
"5587","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.329423516100758,0.28767743884023,43,11,99,40
"5588","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.178886689524795,0.202883970489604,71,11,99,40
"5589","2021","GE","TP1",2,"Scala/DH130910",0,0.212229754292268,0.200304936153993,54,12,99,40
"5590","2021","GE","TP1",2,"Scala/DH130910",2,0.211071900311097,0.154150197628458,45,12,99,40
"5591","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.420528683215499,0.411734693877551,49,17,99,40
"5592","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.244189267146586,0.222443438914027,51,17,99,40
"5593","2021","GE","TP1",2,"Overall",0,0.255981521730576,0.297878206549507,146,40,100,40
"5594","2021","GE","TP1",2,"Overall",2,0.244571076043275,0.210345159216647,168,40,100,40
"5595","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.447854603990597,0.457414678344911,43,18,100,40
"5596","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.185471786509246,0.17032967032967,64,18,100,40
"5597","2021","GE","TP1",2,"Scala/DH130910",0,0.408524342232194,0.34484467314656,54,8,100,40
"5598","2021","GE","TP1",2,"Scala/DH130910",2,0.310459009064489,0.280612244897959,49,8,100,40
"5599","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.237071937677427,0.30969387755102,49,13,100,40
"5600","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.21724252323451,-0.0116883116883117,55,13,100,40
"5601","2021","GE","TP1",2,"Overall",0,0.329902420345182,0.332181658681423,146,70,1,70
"5602","2021","GE","TP1",2,"Overall",2,0.263805808697274,0.262693811945049,138,70,1,70
"5603","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.135500501556389,0.0931742675928722,43,24,1,70
"5604","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.276392777658359,0.231597403795872,58,24,1,70
"5605","2021","GE","TP1",2,"Scala/DH130910",0,0.312114966781785,0.337526205450734,54,16,1,70
"5606","2021","GE","TP1",2,"Scala/DH130910",2,0.365615549633687,0.26411149825784,41,16,1,70
"5607","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.225281523758847,0.243979591836735,49,29,1,70
"5608","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.269827962420809,0.0558704453441296,39,29,1,70
"5609","2021","GE","TP1",2,"Overall",0,0.12162729271172,0.148012686416087,146,70,2,70
"5610","2021","GE","TP1",2,"Overall",2,0.205416906190824,0.11181128250089,138,70,2,70
"5611","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.205380806754619,0.152370884929024,43,28,2,70
"5612","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.20124005418311,-0.0254240518391462,54,28,2,70
"5613","2021","GE","TP1",2,"Scala/DH130910",0,0.314683226817925,0.383342862588146,54,19,2,70
"5614","2021","GE","TP1",2,"Scala/DH130910",2,0.254882743649951,0.348725243462085,38,19,2,70
"5615","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.10450315586688,0.0919387755102041,49,23,2,70
"5616","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.223895056901105,0.135972858204796,45,23,2,70
"5617","2021","GE","TP1",2,"Overall",0,0.207895851492533,0.197817473706535,146,70,3,70
"5618","2021","GE","TP1",2,"Overall",2,0.0888962606100961,0.0856758632656602,138,70,3,70
"5619","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.141955882617314,0.196919359710057,43,31,3,70
"5620","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.191437607159884,-0.0596380090497737,51,31,3,70
"5621","2021","GE","TP1",2,"Scala/DH130910",0,0.171183560979107,0.13306651419859,54,22,3,70
"5622","2021","GE","TP1",2,"Scala/DH130910",2,-0.457743052832908,-0.337254901960784,35,22,3,70
"5623","2021","GE","TP1",2,"Wintmalt/DH130910",0,-0.00767603509187475,-0.00469387755102041,49,17,3,70
"5624","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.10177934127121,0.168465349937912,51,17,3,70
"5625","2021","GE","TP1",2,"Overall",0,0.306722932685403,0.300538883479703,146,70,4,70
"5626","2021","GE","TP1",2,"Overall",2,0.24504990370317,0.380277541850462,138,70,4,70
"5627","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.238911598613234,0.278616732105104,43,31,4,70
"5628","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.231802331987171,0.238190045248869,51,31,4,70
"5629","2021","GE","TP1",2,"Scala/DH130910",0,0.254972365626332,0.281036782923575,54,21,4,70
"5630","2021","GE","TP1",2,"Scala/DH130910",2,0.308350673178427,0.285971685971686,36,21,4,70
"5631","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.0723134626576895,0.0598979591836735,49,18,4,70
"5632","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.189887306304615,0.302720353517112,50,18,4,70
"5633","2021","GE","TP1",2,"Overall",0,0.342230476756786,0.353906664224499,146,70,5,70
"5634","2021","GE","TP1",2,"Overall",2,0.389762325067416,0.315460337429156,138,70,5,70
"5635","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.165562683736215,0.200845665961945,43,25,5,70
"5636","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.252209841216599,0.185247601763028,57,25,5,70
"5637","2021","GE","TP1",2,"Scala/DH130910",0,0.356497516071943,0.324109014675052,54,22,5,70
"5638","2021","GE","TP1",2,"Scala/DH130910",2,0.395011701948054,0.313165266106443,35,22,5,70
"5639","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.321253917102149,0.373367346938775,49,22,5,70
"5640","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.492568388709909,0.144561966210148,46,22,5,70
"5641","2021","GE","TP1",2,"Overall",0,0.277311400369311,0.29597717216315,146,70,6,70
"5642","2021","GE","TP1",2,"Overall",2,0.184144915705561,0.118126389163263,138,70,6,70
"5643","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.0938439321326324,0.0640289942615524,43,28,6,70
"5644","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.0343685110731393,0.0879359634076615,54,28,6,70
"5645","2021","GE","TP1",2,"Scala/DH130910",0,0.194298943730684,0.25557461406518,54,18,6,70
"5646","2021","GE","TP1",2,"Scala/DH130910",2,0.0874422901423828,-0.0097165991902834,39,18,6,70
"5647","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.131369924696593,0.156632653061224,49,24,6,70
"5648","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.231127392077806,-0.153775679294877,44,24,6,70
"5649","2021","GE","TP1",2,"Overall",0,0.422217291143657,0.405886265701368,146,70,7,70
"5650","2021","GE","TP1",2,"Overall",2,0.277913188733494,0.320608874434127,138,70,7,70
"5651","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.304769588477066,0.218967079432196,43,26,7,70
"5652","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.35454154852303,0.141763499658237,56,26,7,70
"5653","2021","GE","TP1",2,"Scala/DH130910",0,0.272836827817795,0.335467886411283,54,21,7,70
"5654","2021","GE","TP1",2,"Scala/DH130910",2,0.307068300108386,0.337966537966538,36,21,7,70
"5655","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.429239394750679,0.416122448979592,49,23,7,70
"5656","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.22279174836281,-0.0243741765480896,45,23,7,70
"5657","2021","GE","TP1",2,"Overall",0,0.369373563713458,0.379989010247462,146,70,8,70
"5658","2021","GE","TP1",2,"Overall",2,0.309974754429438,0.224446532272112,138,70,8,70
"5659","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.263912839618067,0.236333434007853,43,27,8,70
"5660","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.242040435770042,0.0748917748917749,55,27,8,70
"5661","2021","GE","TP1",2,"Scala/DH130910",0,0.364571062866578,0.354145225843339,54,20,8,70
"5662","2021","GE","TP1",2,"Scala/DH130910",2,0.224222722140831,0.192271218587008,37,20,8,70
"5663","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.392445447015459,0.463571428571429,49,22,8,70
"5664","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.347991755874847,0.156706753006475,46,22,8,70
"5665","2021","GE","TP1",2,"Overall",0,0.188515934284521,0.231893418680651,146,70,9,70
"5666","2021","GE","TP1",2,"Overall",2,0.103559130101246,0.118475713403511,138,70,9,70
"5667","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.293923885714425,0.311235276351555,43,26,9,70
"5668","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.173469235464372,0.0340396445659604,56,26,9,70
"5669","2021","GE","TP1",2,"Scala/DH130910",0,0.180577845679018,0.308862206975414,54,22,9,70
"5670","2021","GE","TP1",2,"Scala/DH130910",2,0.0571221877979698,0.0291316526610644,35,22,9,70
"5671","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.0429998740228737,0.0327551020408163,49,22,9,70
"5672","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.0908057377332878,0.159363532716307,46,22,9,70
"5673","2021","GE","TP1",2,"Overall",0,0.322492899786706,0.359382260225772,146,70,10,70
"5674","2021","GE","TP1",2,"Overall",2,0.316616512112111,0.275007534452999,138,70,10,70
"5675","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.4144416908768,0.417094533373603,43,30,10,70
"5676","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.28119435715921,0.183642107060531,52,30,10,70
"5677","2021","GE","TP1",2,"Scala/DH130910",0,0.456059303735147,0.460415475509815,54,15,10,70
"5678","2021","GE","TP1",2,"Scala/DH130910",2,0.40363840689179,0.281419658050401,42,15,10,70
"5679","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.239934340220975,0.269285714285714,49,25,10,70
"5680","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.22395837478676,0.203269528592787,43,25,10,70
"5681","2021","GE","TP1",2,"Overall",0,0.320816602461831,0.346927207349638,146,70,11,70
"5682","2021","GE","TP1",2,"Overall",2,0.272848332950349,0.262468378129081,138,70,11,70
"5683","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.355221422176503,0.417094533373603,43,27,11,70
"5684","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.205449847978726,0.229004329004329,55,27,11,70
"5685","2021","GE","TP1",2,"Scala/DH130910",0,0.325832116552152,0.286906803887936,54,14,11,70
"5686","2021","GE","TP1",2,"Scala/DH130910",2,0.27490320223691,0.258079130172153,43,14,11,70
"5687","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.216200116047985,0.26734693877551,49,28,11,70
"5688","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.236362429151206,0.000656691215132114,40,28,11,70
"5689","2021","GE","TP1",2,"Overall",0,0.298217910479409,0.290975870745086,146,70,12,70
"5690","2021","GE","TP1",2,"Overall",2,0.244154864342994,0.35058911364134,138,70,12,70
"5691","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.257617395247754,0.22213832678949,43,25,12,70
"5692","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.249613053398791,0.100725952813067,57,25,12,70
"5693","2021","GE","TP1",2,"Scala/DH130910",0,0.180444081481371,0.199771297884505,54,18,12,70
"5694","2021","GE","TP1",2,"Scala/DH130910",2,0.124519003952857,0.175506072874494,39,18,12,70
"5695","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.117144084604961,0.154183673469388,49,27,12,70
"5696","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.198659529230684,0.271951219512195,41,27,12,70
"5697","2021","GE","TP1",2,"Overall",0,0.160476102298126,0.175186295585783,146,70,13,70
"5698","2021","GE","TP1",2,"Overall",2,0.181453889280272,0.154727630145963,138,70,13,70
"5699","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.281376383356097,0.263666565992147,43,30,13,70
"5700","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.0823530442510465,0.0414069836933322,52,30,13,70
"5701","2021","GE","TP1",2,"Scala/DH130910",0,0.268229036365916,0.242843529635982,54,22,13,70
"5702","2021","GE","TP1",2,"Scala/DH130910",2,0.271367994277377,0.312044817927171,35,22,13,70
"5703","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.0953276964780315,0.056530612244898,49,18,13,70
"5704","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.168102076316291,0.13968787515006,50,18,13,70
"5705","2021","GE","TP1",2,"Overall",0,0.29361565155502,0.342577578976796,146,70,14,70
"5706","2021","GE","TP1",2,"Overall",2,0.382441326799005,0.185445508272598,138,70,14,70
"5707","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.264106425387625,0.23542736333434,43,28,14,70
"5708","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.278419035401496,0.167295597484277,54,28,14,70
"5709","2021","GE","TP1",2,"Scala/DH130910",0,0.409214689909762,0.419401562797789,54,20,14,70
"5710","2021","GE","TP1",2,"Scala/DH130910",2,0.230362046129268,0.123992413466098,37,20,14,70
"5711","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.400810925919678,0.461122448979592,49,21,14,70
"5712","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.495146249088008,0.235957330039914,47,21,14,70
"5713","2021","GE","TP1",2,"Overall",0,0.325893754061011,0.331946439416579,146,70,15,70
"5714","2021","GE","TP1",2,"Overall",2,0.279669420851379,0.3902312615157,138,70,15,70
"5715","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.333556854077138,0.319691935971006,43,28,15,70
"5716","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.114905700156139,0.187573851724795,54,28,15,70
"5717","2021","GE","TP1",2,"Scala/DH130910",0,0.255898109361192,0.235829998094149,54,17,15,70
"5718","2021","GE","TP1",2,"Scala/DH130910",2,0.257847448354951,0.425891181988743,40,17,15,70
"5719","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.484707688263602,0.49234693877551,49,25,15,70
"5720","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.257311849520492,0.251736635457566,43,25,15,70
"5721","2021","GE","TP1",2,"Overall",0,0.358096942894946,0.37887846683312,146,70,16,70
"5722","2021","GE","TP1",2,"Overall",2,0.265921080850245,0.238853030555562,138,70,16,70
"5723","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.313595453808734,0.309876170341287,43,29,16,70
"5724","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.58326958355942,0.254152556039348,53,29,16,70
"5725","2021","GE","TP1",2,"Scala/DH130910",0,0.335922465158602,0.362759672193634,54,21,16,70
"5726","2021","GE","TP1",2,"Scala/DH130910",2,0.200350361934471,0.297554697554698,36,21,16,70
"5727","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.49013799172333,0.493877551020408,49,20,16,70
"5728","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.0382708181850623,-0.0364741641337386,48,20,16,70
"5729","2021","GE","TP1",2,"Overall",0,0.33306067647174,0.339461887731002,146,70,17,70
"5730","2021","GE","TP1",2,"Overall",2,0.270909623644197,0.34939958469252,138,70,17,70
"5731","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.239377537884963,0.276804590758079,43,28,17,70
"5732","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.131878904706258,0.0595006670478369,54,28,17,70
"5733","2021","GE","TP1",2,"Scala/DH130910",0,0.249437261283871,0.266857251762912,54,21,17,70
"5734","2021","GE","TP1",2,"Scala/DH130910",2,0.296514106464449,0.328442728442728,36,21,17,70
"5735","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.273668518304961,0.280102040816327,49,21,17,70
"5736","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.28786093721386,0.271276595744681,47,21,17,70
"5737","2021","GE","TP1",2,"Overall",0,0.242774627287747,0.252932046696808,146,70,18,70
"5738","2021","GE","TP1",2,"Overall",2,0.166506166684819,0.232083719093232,138,70,18,70
"5739","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.226213732827603,0.295530051344005,43,23,18,70
"5740","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.148194474147724,0.0973115137346581,59,23,18,70
"5741","2021","GE","TP1",2,"Scala/DH130910",0,0.156037468352041,0.229273870783305,54,26,18,70
"5742","2021","GE","TP1",2,"Scala/DH130910",2,0.139181227993316,0.0717741935483871,31,26,18,70
"5743","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.0368362152308179,0.0508163265306122,49,21,18,70
"5744","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.25076460919244,0.195305272895467,47,21,18,70
"5745","2021","GE","TP1",2,"Overall",0,0.380101996376751,0.34897091571631,146,70,19,70
"5746","2021","GE","TP1",2,"Overall",2,0.261970121003683,0.444529936288571,138,70,19,70
"5747","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.0423495981351713,0.00951374207188161,43,24,19,70
"5748","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.337782245264157,0.241194746070319,58,24,19,70
"5749","2021","GE","TP1",2,"Scala/DH130910",0,0.401209518711739,0.374880884314847,54,18,19,70
"5750","2021","GE","TP1",2,"Scala/DH130910",2,0.201407133744981,0.461740890688259,39,18,19,70
"5751","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.503900120528084,0.535510204081633,49,27,19,70
"5752","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.252482808509022,0.265168343820498,41,27,19,70
"5753","2021","GE","TP1",2,"Overall",0,0.170482939868871,0.186037230196755,146,70,20,70
"5754","2021","GE","TP1",2,"Overall",2,0.106134345338087,0.21137565412751,138,70,20,70
"5755","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.199946141600833,0.184687405617638,43,32,20,70
"5756","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.337447111716984,-0.0413445378151261,50,32,20,70
"5757","2021","GE","TP1",2,"Scala/DH130910",0,0.035695676327035,0.160739470173432,54,20,20,70
"5758","2021","GE","TP1",2,"Scala/DH130910",2,0.110425680573918,0.127785680417259,37,20,20,70
"5759","2021","GE","TP1",2,"Wintmalt/DH130910",0,-0.068365908293938,-0.106836734693878,49,17,20,70
"5760","2021","GE","TP1",2,"Wintmalt/DH130910",2,-0.1152814025014,-0.0138917170107276,51,17,20,70
"5761","2021","GE","TP1",2,"Overall",0,0.244382169366415,0.260405078422489,146,70,21,70
"5762","2021","GE","TP1",2,"Overall",2,0.275349326066059,0.186527728467878,138,70,21,70
"5763","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.343951709646031,0.276049531863485,43,27,21,70
"5764","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.183581539577344,0.0966089466089466,55,27,21,70
"5765","2021","GE","TP1",2,"Scala/DH130910",0,0.337655777402896,0.32464265294454,54,22,21,70
"5766","2021","GE","TP1",2,"Scala/DH130910",2,0.276022743269288,0.259383753501401,35,22,21,70
"5767","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.207719904203265,0.222244897959184,49,21,21,70
"5768","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.406584339378303,0.244745743214643,47,21,21,70
"5769","2021","GE","TP1",2,"Overall",0,0.17477958204862,0.23162349493411,146,70,22,70
"5770","2021","GE","TP1",2,"Overall",2,0.151021910674317,0.0920527503036613,138,70,22,70
"5771","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.310093008294794,0.3373603141045,43,24,22,70
"5772","2021","GE","TP1",2,"SY_Tepee/DH130910",2,-0.0514683510128957,-0.0157802454704851,58,24,22,70
"5773","2021","GE","TP1",2,"Scala/DH130910",0,0.224297921256988,0.214560701353154,54,20,22,70
"5774","2021","GE","TP1",2,"Scala/DH130910",2,0.289417778619664,0.275723091512565,37,20,22,70
"5775","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.148764190600753,0.181734693877551,49,26,22,70
"5776","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.190594994748613,0.0129654390123034,42,26,22,70
"5777","2021","GE","TP1",2,"Overall",0,0.342953877674194,0.372469705879518,146,70,23,70
"5778","2021","GE","TP1",2,"Overall",2,0.347562167018682,0.384720585952126,138,70,23,70
"5779","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.356789372394741,0.291905768649955,43,28,23,70
"5780","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.251600356514921,0.20884314846579,54,28,23,70
"5781","2021","GE","TP1",2,"Scala/DH130910",0,0.218504406866142,0.280121974461597,54,18,23,70
"5782","2021","GE","TP1",2,"Scala/DH130910",2,0.440570360357344,0.324493927125506,39,18,23,70
"5783","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.183517170309122,0.190102040816327,49,24,23,70
"5784","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.235092727070328,0.223052257089041,44,24,23,70
"5785","2021","GE","TP1",2,"Overall",0,0.340920631471783,0.365617498770883,146,70,24,70
"5786","2021","GE","TP1",2,"Overall",2,0.229912427793611,0.279205960887283,138,70,24,70
"5787","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.363247796771237,0.380851706433102,43,27,24,70
"5788","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.20323854675746,0.275252525252525,55,27,24,70
"5789","2021","GE","TP1",2,"Scala/DH130910",0,0.300967644985139,0.286906803887936,54,19,24,70
"5790","2021","GE","TP1",2,"Scala/DH130910",2,0.0523190281832094,0.118721960827224,38,19,24,70
"5791","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.183486456271497,0.231734693877551,49,23,24,70
"5792","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.226940232306468,0.0472347574287011,45,23,24,70
"5793","2021","GE","TP1",2,"Overall",0,0.245267467542763,0.273673758591769,146,70,25,70
"5794","2021","GE","TP1",2,"Overall",2,0.190264750898551,0.251047687325287,138,70,25,70
"5795","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.272773216853876,0.266837813349441,43,25,25,70
"5796","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.193139401356221,0.176821363754213,57,25,25,70
"5797","2021","GE","TP1",2,"Scala/DH130910",0,0.245596500432305,0.278521059653135,54,22,25,70
"5798","2021","GE","TP1",2,"Scala/DH130910",2,0.0682969163689477,0.10952380952381,35,22,25,70
"5799","2021","GE","TP1",2,"Wintmalt/DH130910",0,0.101863388120392,0.0901020408163265,49,22,25,70
"5800","2021","GE","TP1",2,"Wintmalt/DH130910",2,0.250027755501042,0.309907798722694,46,22,25,70
"5801","2021","GE","TP1",2,"Overall",0,0.333415743255958,0.362551936220875,146,70,26,70
"5802","2021","GE","TP1",2,"Overall",2,0.351958794703118,0.40054704632682,138,70,26,70
"5803","2021","GE","TP1",2,"SY_Tepee/DH130910",0,0.247001842028467,0.236333434007853,43,22,26,70
"5804","2021","GE","TP1",2,"SY_Tepee/DH130910",2,0.250547706676147,0.186107252014448,60,22,26,70
"5805","2021","GE","TP1",2,"Scala/DH130910",0,0.310704506279224,0.352239374880884,54,21,26,70
"5806","2021","GE","TP1",2,"Scala/DH130910",2,0.548028260148303,0.330759330759331,36,21,26,70
