"","Family","Qsd1","correlation","ModelCalled","trait","trainingPop"
"13701","Wintmalt/DH130910","2",0.487520263748677,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13702","Wintmalt/DH130910","Overall",0.886692504032294,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13703","Flavia/DH130910","2",0.669288496545691,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13704","Flavia/DH130910","Overall",0.669288496545691,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13705","Overall","0",0.338615688407578,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13706","Overall","2",0.759729952951005,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13707","Overall","Overall",0.954157075368759,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13708","SY_Tepee/DH130910","0",0.58030332460433,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13709","SY_Tepee/DH130910","2",0.545716839434229,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13710","SY_Tepee/DH130910","Overall",0.975916297595453,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13711","Scala/DH130910","0",0.44300512765817,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13712","Scala/DH130910","2",0.633855811158102,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13713","Scala/DH130910","Overall",0.94856785096059,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13714","Wintmalt/DH130910","0",0.181591579393075,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13715","Wintmalt/DH130910","2",0.824333900306818,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13716","Wintmalt/DH130910","Overall",0.954602136998297,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13717","Flavia/DH130910","2",0.814238785915197,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13718","Flavia/DH130910","Overall",0.814238785915197,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13719","Overall","0",0.262501286926255,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13720","Overall","2",0.705686174267402,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13721","Overall","Overall",0.950039319896586,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13722","SY_Tepee/DH130910","0",0.425871046727835,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13723","SY_Tepee/DH130910","2",0.457336907974301,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13724","SY_Tepee/DH130910","Overall",0.96739727276034,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13725","Scala/DH130910","0",0.380728106557176,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13726","Scala/DH130910","2",0.484278108897956,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13727","Scala/DH130910","Overall",0.942407552962179,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13728","Wintmalt/DH130910","0",0.0990493292987368,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13729","Wintmalt/DH130910","2",0.625101568505864,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13730","Wintmalt/DH130910","Overall",0.931890981507253,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13731","Flavia/DH130910","2",0.534828779562428,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13732","Flavia/DH130910","Overall",0.534828779562428,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13733","Overall","0",0.463062610346269,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13734","Overall","2",0.71969187702289,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13735","Overall","Overall",0.952504615394858,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13736","SY_Tepee/DH130910","0",0.562033855490493,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13737","SY_Tepee/DH130910","2",0.417150426703153,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13738","SY_Tepee/DH130910","Overall",0.954616180438776,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13739","Scala/DH130910","0",0.38512021444803,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13740","Scala/DH130910","2",0.633084904421793,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13741","Scala/DH130910","Overall",0.959268640021647,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13742","Wintmalt/DH130910","0",0.454059173157185,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13743","Wintmalt/DH130910","2",0.776680464993884,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13744","Wintmalt/DH130910","Overall",0.967011093110125,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13745","Flavia/DH130910","2",0.5710555089248,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13746","Flavia/DH130910","Overall",0.5710555089248,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13747","Overall","0",-0.00547645472737472,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13748","Overall","2",0.705580829323608,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13749","Overall","Overall",0.940989990725072,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13750","SY_Tepee/DH130910","0",-0.310704404825985,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13751","SY_Tepee/DH130910","2",0.349439516281675,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13752","SY_Tepee/DH130910","Overall",0.967533591113139,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13753","Scala/DH130910","0",0.0476570885740746,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13754","Scala/DH130910","2",0.673118727461906,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13755","Scala/DH130910","Overall",0.952025125991519,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13756","Wintmalt/DH130910","0",0.322397181287338,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13757","Wintmalt/DH130910","2",0.451587742796917,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13758","Wintmalt/DH130910","Overall",0.906262221919347,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13759","DH130910","2",NA,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13760","DH130910","Overall",NA,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13761","Flavia/DH130910","2",0.676959714321265,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13762","Flavia/DH130910","Overall",0.676959714321265,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13763","Overall","0",0.22881560442102,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13764","Overall","2",0.742969453364508,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13765","Overall","Overall",0.945029133220168,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13766","SY_Tepee/DH130910","0",-0.0228901594260325,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13767","SY_Tepee/DH130910","2",0.425368692673111,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13768","SY_Tepee/DH130910","Overall",0.959402420874973,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13769","Scala/DH130910","0",0.306744209616968,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13770","Scala/DH130910","2",0.462398759635124,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13771","Scala/DH130910","Overall",0.932556352228195,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13772","Wintmalt/DH130910","0",0.502855045917312,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13773","Wintmalt/DH130910","2",0.742715832368732,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13774","Wintmalt/DH130910","Overall",0.949607698429626,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13775","Flavia/DH130910","2",0.710636142976215,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13776","Flavia/DH130910","Overall",0.710636142976215,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13777","Overall","0",0.268231051878462,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13778","Overall","2",0.795590877533297,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13779","Overall","Overall",0.943920765532579,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13780","SY_Tepee/DH130910","0",0.424911397330927,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13781","SY_Tepee/DH130910","2",0.873071033150853,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13782","SY_Tepee/DH130910","Overall",0.952228160924959,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13783","Scala/DH130910","0",0.164271097363718,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13784","Scala/DH130910","2",0.673827820718441,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13785","Scala/DH130910","Overall",0.963626889738167,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13786","Wintmalt/DH130910","0",0.703133387572246,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13787","Wintmalt/DH130910","2",0.803755888057121,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13788","Wintmalt/DH130910","Overall",0.924624172628697,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13789","Flavia/DH130910","2",0.788116428984524,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13790","Flavia/DH130910","Overall",0.788116428984524,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
