"","Family","Qsd1","correlation","ModelCalled","trait","trainingPop"
"1","Flavia/DH130910","2",0.414042929351313,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"2","Flavia/DH130910","Overall",0.414042929351313,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"3","Overall","0",0.400527347912404,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"4","Overall","2",0.0362388096919705,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"5","Overall","Overall",0.588940498056015,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"6","SY_Tepee/DH130910","0",0.29452838653242,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"7","SY_Tepee/DH130910","2",0.145939984390007,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"8","SY_Tepee/DH130910","Overall",0.42013077765879,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"9","Scala/DH130910","0",0.0581167474306239,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"10","Scala/DH130910","2",0.0345788124091401,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"11","Scala/DH130910","Overall",0.410760726416465,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"12","Wintmalt/DH130910","0",0.569389629380536,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"13","Wintmalt/DH130910","2",-0.168014027330603,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"14","Wintmalt/DH130910","Overall",0.707432202775692,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"15","Flavia/DH130910","2",-0.0675296835132671,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"16","Flavia/DH130910","Overall",-0.0675296835132671,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
"17","Overall","0",0.557459183464136,"Qsd1byFam_JCWithFixEff.eta","TP1_GE_2021","Full"
