"","Family","Qsd1","correlation","trait","Population","Model"
"62","Wintmalt/DH130910","Overall",0.677449055020564,"TP3_GE","Full","Base"
"63","Flavia/DH130910","2",0.128345376888341,"TP3_GE","Full","Base"
"64","Flavia/DH130910","Overall",0.128345376888341,"TP3_GE","Full","Base"
"65","Overall","0",0.198570506424108,"TP3_GE","Full","Base"
"66","Overall","2",0.153240517734737,"TP3_GE","Full","Base"
"67","Overall","Overall",0.718411230420646,"TP3_GE","Full","Base"
"68","Scala/DH130910","0",0.206315002548917,"TP3_GE","Full","Base"
"69","Scala/DH130910","2",0.247753940582492,"TP3_GE","Full","Base"
"70","Scala/DH130910","Overall",0.679365174234489,"TP3_GE","Full","Base"
"71","SY_Tepee/DH130910","0",0.196913221375719,"TP3_GE","Full","Base"
"72","SY_Tepee/DH130910","2",0.0389546129858757,"TP3_GE","Full","Base"
"73","SY_Tepee/DH130910","Overall",0.723754499527957,"TP3_GE","Full","Base"
"74","Wintmalt/DH130910","0",0.388746326287234,"TP3_GE","Full","Base"
"75","Wintmalt/DH130910","2",0.213021970440765,"TP3_GE","Full","Base"
"76","Wintmalt/DH130910","Overall",0.752772024333186,"TP3_GE","Full","Base"
"77","DH130910","2",NA,"TP3_GE","Full","Base"
"78","DH130910","Overall",NA,"TP3_GE","Full","Base"
"79","Flavia/DH130910","2",0.122006345767309,"TP3_GE","Full","Base"
"80","Flavia/DH130910","Overall",0.122006345767309,"TP3_GE","Full","Base"
"81","Overall","0",0.124736485674636,"TP3_GE","Full","Base"
"82","Overall","2",0.221009886540865,"TP3_GE","Full","Base"
"83","Overall","Overall",0.730454628353532,"TP3_GE","Full","Base"
"84","Scala/DH130910","0",0.0921966352251167,"TP3_GE","Full","Base"
"85","Scala/DH130910","2",0.341455257656225,"TP3_GE","Full","Base"
"86","Scala/DH130910","Overall",0.759810710116155,"TP3_GE","Full","Base"
"87","SY_Tepee/DH130910","0",0.00952074027932401,"TP3_GE","Full","Base"
"88","SY_Tepee/DH130910","2",0.450269379374835,"TP3_GE","Full","Base"
"89","SY_Tepee/DH130910","Overall",0.840088571508853,"TP3_GE","Full","Base"
"90","Wintmalt/DH130910","0",0.137857021517342,"TP3_GE","Full","Base"
"91","Wintmalt/DH130910","2",0.072808328143073,"TP3_GE","Full","Base"
"92","Wintmalt/DH130910","Overall",0.610236948250109,"TP3_GE","Full","Base"
"93","Flavia/DH130910","2",0.228629202705292,"TP3_GE","Full","Base"
"94","Flavia/DH130910","Overall",0.228629202705292,"TP3_GE","Full","Base"
"95","Overall","0",0.276448691625926,"TP3_GE","Full","Base"
"96","Overall","2",0.410048948810027,"TP3_GE","Full","Base"
"97","Overall","Overall",0.815847178929962,"TP3_GE","Full","Base"
"98","Scala/DH130910","0",0.164869546490759,"TP3_GE","Full","Base"
"99","Scala/DH130910","2",0.548999494171323,"TP3_GE","Full","Base"
"100","Scala/DH130910","Overall",0.830452461434931,"TP3_GE","Full","Base"
"101","SY_Tepee/DH130910","0",0.223252414632961,"TP3_GE","Full","Base"
"102","SY_Tepee/DH130910","2",0.23436440694025,"TP3_GE","Full","Base"
"103","SY_Tepee/DH130910","Overall",0.806954208050096,"TP3_GE","Full","Base"
"104","Wintmalt/DH130910","0",0.249317791326891,"TP3_GE","Full","Base"
"105","Wintmalt/DH130910","2",0.549805508645264,"TP3_GE","Full","Base"
"106","Wintmalt/DH130910","Overall",0.839470293955739,"TP3_GE","Full","Base"
"107","Flavia/DH130910","2",0.666722120876593,"TP3_GE","Full","Base"
"108","Flavia/DH130910","Overall",0.666722120876593,"TP3_GE","Full","Base"
"109","Overall","0",-0.00591240687133903,"TP3_GE","Full","Base"
"110","Overall","2",0.345866425209936,"TP3_GE","Full","Base"
"111","Overall","Overall",0.743371295474232,"TP3_GE","Full","Base"
"112","Scala/DH130910","0",0.0597184593664539,"TP3_GE","Full","Base"
"113","Scala/DH130910","2",0.320636665149146,"TP3_GE","Full","Base"
"114","Scala/DH130910","Overall",0.759021494242503,"TP3_GE","Full","Base"
"115","SY_Tepee/DH130910","0",-0.310532391895353,"TP3_GE","Full","Base"
"116","SY_Tepee/DH130910","2",-0.0444342048421402,"TP3_GE","Full","Base"
"117","SY_Tepee/DH130910","Overall",0.697414908109554,"TP3_GE","Full","Base"
"118","Wintmalt/DH130910","0",0.347393642814023,"TP3_GE","Full","Base"
"119","Wintmalt/DH130910","2",0.310251831544428,"TP3_GE","Full","Base"
"120","Wintmalt/DH130910","Overall",0.753644400045217,"TP3_GE","Full","Base"
"121","Flavia/DH130910","2",0.296546003773512,"TP3_GE","Full","Base"
"122","Flavia/DH130910","Overall",0.296546003773512,"TP3_GE","Full","Base"
"123","Overall","0",0.03302063871139,"TP3_GE","Full","Base"
"124","Overall","2",0.222941970420328,"TP3_GE","Full","Base"
"125","Overall","Overall",0.700829908537161,"TP3_GE","Full","Base"
"126","Scala/DH130910","0",-0.0800570565168995,"TP3_GE","Full","Base"
"127","Scala/DH130910","2",0.116276912867284,"TP3_GE","Full","Base"
"128","Scala/DH130910","Overall",0.635360500408772,"TP3_GE","Full","Base"
"129","SY_Tepee/DH130910","0",0.28974489251181,"TP3_GE","Full","Base"
"130","SY_Tepee/DH130910","2",-0.144298839565918,"TP3_GE","Full","Base"
"131","SY_Tepee/DH130910","Overall",0.804161037097859,"TP3_GE","Full","Base"
"132","Wintmalt/DH130910","0",0.124017703534975,"TP3_GE","Full","Base"
"133","Wintmalt/DH130910","2",0.158345879231981,"TP3_GE","Full","Base"
"134","Wintmalt/DH130910","Overall",0.641396428067122,"TP3_GE","Full","Base"
"135","Flavia/DH130910","2",0.287564047466821,"TP3_GE","Full","Base"
"136","Flavia/DH130910","Overall",0.287564047466821,"TP3_GE","Full","Base"
"137","Overall","0",0.0912743199751763,"TP3_GE","Full","Base"
"138","Overall","2",0.320751386376555,"TP3_GE","Full","Base"
"139","Overall","Overall",0.762593790112191,"TP3_GE","Full","Base"
"140","Scala/DH130910","0",-0.0305432802362583,"TP3_GE","Full","Base"
"141","Scala/DH130910","2",0.270592274467197,"TP3_GE","Full","Base"
"142","Scala/DH130910","Overall",0.714275305753614,"TP3_GE","Full","Base"
"143","SY_Tepee/DH130910","0",-0.00720391364372382,"TP3_GE","Full","Base"
"144","SY_Tepee/DH130910","2",0.274921165851103,"TP3_GE","Full","Base"
"145","SY_Tepee/DH130910","Overall",0.802082066343413,"TP3_GE","Full","Base"
"146","Wintmalt/DH130910","0",0.343553783498816,"TP3_GE","Full","Base"
"147","Wintmalt/DH130910","2",0.396068325015358,"TP3_GE","Full","Base"
"148","Wintmalt/DH130910","Overall",0.798339723617856,"TP3_GE","Full","Base"
"149","DH130910","2",NA,"TP3_GE","Full","Base"
"150","DH130910","Overall",NA,"TP3_GE","Full","Base"
"151","Flavia/DH130910","2",0.27548036952215,"TP3_GE","Full","Base"
"152","Flavia/DH130910","Overall",0.27548036952215,"TP3_GE","Full","Base"
"153","Overall","0",0.258413574420198,"TP3_GE","Full","Base"
"154","Overall","2",0.378453633553307,"TP3_GE","Full","Base"
"155","Overall","Overall",0.737114612931058,"TP3_GE","Full","Base"
"156","Scala/DH130910","0",0.450619444348833,"TP3_GE","Full","Base"
"157","Scala/DH130910","2",0.416486708185625,"TP3_GE","Full","Base"
"158","Scala/DH130910","Overall",0.788789754650063,"TP3_GE","Full","Base"
"159","SY_Tepee/DH130910","0",0.300993729461298,"TP3_GE","Full","Base"
"160","SY_Tepee/DH130910","2",0.580872246608515,"TP3_GE","Full","Base"
"161","SY_Tepee/DH130910","Overall",0.809004103349141,"TP3_GE","Full","Base"
"162","Wintmalt/DH130910","0",0.142428336477226,"TP3_GE","Full","Base"
"163","Wintmalt/DH130910","2",0.286142330116052,"TP3_GE","Full","Base"
"164","Wintmalt/DH130910","Overall",0.701069746818811,"TP3_GE","Full","Base"
"165","Flavia/DH130910","2",0.0360369414317865,"TP3_GE","Full","Base"
"166","Flavia/DH130910","Overall",0.0360369414317865,"TP3_GE","Full","Base"
"167","Overall","0",0.0100846641022098,"TP3_GE","Full","Base"
"168","Overall","2",0.329660806984422,"TP3_GE","Full","Base"
"169","Overall","Overall",0.763749650351751,"TP3_GE","Full","Base"
"170","Scala/DH130910","0",-0.471147458013179,"TP3_GE","Full","Base"
"171","Scala/DH130910","2",0.327125685819015,"TP3_GE","Full","Base"
"172","Scala/DH130910","Overall",0.63410343571703,"TP3_GE","Full","Base"
"173","SY_Tepee/DH130910","0",0.325370863062983,"TP3_GE","Full","Base"
"174","SY_Tepee/DH130910","2",0.278381407060184,"TP3_GE","Full","Base"
"175","SY_Tepee/DH130910","Overall",0.831917165481581,"TP3_GE","Full","Base"
"176","Wintmalt/DH130910","0",0.290578170488807,"TP3_GE","Full","Base"
"177","Wintmalt/DH130910","2",0.572525134710377,"TP3_GE","Full","Base"
"178","Wintmalt/DH130910","Overall",0.841197918966824,"TP3_GE","Full","Base"
"179","Flavia/DH130910","2",0.527013211454552,"TP3_GE","Full","Base"
"180","Flavia/DH130910","Overall",0.527013211454552,"TP3_GE","Full","Base"
"181","Overall","0",-0.0122050207157107,"TP3_GE","Full","Base"
"182","Overall","2",0.448633805537293,"TP3_GE","Full","Base"
"183","Overall","Overall",0.726055689388732,"TP3_GE","Full","Base"
"184","Scala/DH130910","0",0.12259066297401,"TP3_GE","Full","Base"
"185","Scala/DH130910","2",0.100724406108548,"TP3_GE","Full","Base"
"186","Scala/DH130910","Overall",0.707212705303212,"TP3_GE","Full","Base"
"187","SY_Tepee/DH130910","0",-0.265958151158028,"TP3_GE","Full","Base"
"188","SY_Tepee/DH130910","2",0.599128031132202,"TP3_GE","Full","Base"
"189","SY_Tepee/DH130910","Overall",0.742691390671336,"TP3_GE","Full","Base"
"190","Wintmalt/DH130910","0",0.0731378269570118,"TP3_GE","Full","Base"
"191","Wintmalt/DH130910","2",0.435307218075554,"TP3_GE","Full","Base"
"192","Wintmalt/DH130910","Overall",0.715110492683979,"TP3_GE","Full","Base"
"193","Flavia/DH130910","2",0.0745503404835733,"TP3_GE","Full","Base"
"194","Flavia/DH130910","Overall",0.0745503404835733,"TP3_GE","Full","Base"
"195","Overall","0",0.0349580771288787,"TP3_GE","Full","Base"
"196","Overall","2",0.372783769008231,"TP3_GE","Full","Base"
"197","Overall","Overall",0.755291962376304,"TP3_GE","Full","Base"
"198","Scala/DH130910","0",0.247698730257327,"TP3_GE","Full","Base"
"199","Scala/DH130910","2",0.539724642897705,"TP3_GE","Full","Base"
"200","Scala/DH130910","Overall",0.827809722365485,"TP3_GE","Full","Base"
"201","SY_Tepee/DH130910","0",0.0199934318193759,"TP3_GE","Full","Base"
"202","SY_Tepee/DH130910","2",0.251613340550729,"TP3_GE","Full","Base"
"203","SY_Tepee/DH130910","Overall",0.796596499870573,"TP3_GE","Full","Base"
"204","Wintmalt/DH130910","0",-0.0332081173924366,"TP3_GE","Full","Base"
"205","Wintmalt/DH130910","2",0.347019925026835,"TP3_GE","Full","Base"
"206","Wintmalt/DH130910","Overall",0.676798196519332,"TP3_GE","Full","Base"
"207","DH130910","2",NA,"TP3_GE","Full","Base"
"208","DH130910","Overall",NA,"TP3_GE","Full","Base"
"209","Flavia/DH130910","2",0.502366032406433,"TP3_GE","Full","Base"
"210","Flavia/DH130910","Overall",0.502366032406433,"TP3_GE","Full","Base"
"211","Overall","0",-0.058478736118709,"TP3_GE","Full","Base"
"212","Overall","2",0.302492261486477,"TP3_GE","Full","Base"
"213","Overall","Overall",0.726548227635375,"TP3_GE","Full","Base"
"214","Scala/DH130910","0",0.154828419482579,"TP3_GE","Full","Base"
"215","Scala/DH130910","2",0.195187194710917,"TP3_GE","Full","Base"
"216","Scala/DH130910","Overall",0.797840262474969,"TP3_GE","Full","Base"
"217","SY_Tepee/DH130910","0",-0.63116286253774,"TP3_GE","Full","Base"
"218","SY_Tepee/DH130910","2",0.295278103000921,"TP3_GE","Full","Base"
"219","SY_Tepee/DH130910","Overall",0.53215418548514,"TP3_GE","Full","Base"
"220","Wintmalt/DH130910","0",0.210053257288349,"TP3_GE","Full","Base"
"221","Wintmalt/DH130910","2",0.285644329666788,"TP3_GE","Full","Base"
"222","Wintmalt/DH130910","Overall",0.727664829069817,"TP3_GE","Full","Base"
"223","Flavia/DH130910","2",-0.00710632770139055,"TP3_GE","Full","Base"
"224","Flavia/DH130910","Overall",-0.00710632770139055,"TP3_GE","Full","Base"
"225","Overall","0",0.161166636423939,"TP3_GE","Full","Base"
"226","Overall","2",0.212410157409785,"TP3_GE","Full","Base"
"227","Overall","Overall",0.717024654319024,"TP3_GE","Full","Base"
"228","Scala/DH130910","0",0.0469408185821847,"TP3_GE","Full","Base"
"229","Scala/DH130910","2",0.244486150122091,"TP3_GE","Full","Base"
"230","Scala/DH130910","Overall",0.661763150313786,"TP3_GE","Full","Base"
"231","SY_Tepee/DH130910","0",0.0039157924707522,"TP3_GE","Full","Base"
"232","SY_Tepee/DH130910","2",0.344193053873537,"TP3_GE","Full","Base"
"233","SY_Tepee/DH130910","Overall",0.766954263091379,"TP3_GE","Full","Base"
"234","Wintmalt/DH130910","0",0.645759470803916,"TP3_GE","Full","Base"
"235","Wintmalt/DH130910","2",0.221797677857527,"TP3_GE","Full","Base"
"236","Wintmalt/DH130910","Overall",0.765087098609674,"TP3_GE","Full","Base"
"237","DH130910","2",NA,"TP3_GE","Full","Base"
"238","DH130910","Overall",NA,"TP3_GE","Full","Base"
"239","Flavia/DH130910","2",-0.166284254410836,"TP3_GE","Full","Base"
"240","Flavia/DH130910","Overall",-0.166284254410836,"TP3_GE","Full","Base"
"241","Overall","0",-0.0095035082945849,"TP3_GE","Full","Base"
"242","Overall","2",0.176280868653669,"TP3_GE","Full","Base"
"243","Overall","Overall",0.710101616235654,"TP3_GE","Full","Base"
"244","Scala/DH130910","0",-0.214311752191546,"TP3_GE","Full","Base"
"245","Scala/DH130910","2",0.785844426540296,"TP3_GE","Full","Base"
"246","Scala/DH130910","Overall",0.784512348723007,"TP3_GE","Full","Base"
"247","SY_Tepee/DH130910","0",-0.0843209663294089,"TP3_GE","Full","Base"
"248","SY_Tepee/DH130910","2",0.282991615766931,"TP3_GE","Full","Base"
"249","SY_Tepee/DH130910","Overall",0.804121104711143,"TP3_GE","Full","Base"
"250","Wintmalt/DH130910","0",0.497968015253888,"TP3_GE","Full","Base"
"251","Wintmalt/DH130910","2",0.0137297426370534,"TP3_GE","Full","Base"
"252","Wintmalt/DH130910","Overall",0.659450558277548,"TP3_GE","Full","Base"
"253","Flavia/DH130910","2",0.354671323977535,"TP3_GE","Full","Base"
"254","Flavia/DH130910","Overall",0.354671323977535,"TP3_GE","Full","Base"
"255","Overall","0",-0.0862720396964431,"TP3_GE","Full","Base"
"256","Overall","2",0.471560788964438,"TP3_GE","Full","Base"
"257","Overall","Overall",0.733897722561274,"TP3_GE","Full","Base"
"258","Scala/DH130910","0",-0.156430585346525,"TP3_GE","Full","Base"
"259","Scala/DH130910","2",0.74336551141777,"TP3_GE","Full","Base"
"260","Scala/DH130910","Overall",0.741781879879549,"TP3_GE","Full","Base"
"261","SY_Tepee/DH130910","0",-0.374951667131308,"TP3_GE","Full","Base"
"262","SY_Tepee/DH130910","2",0.528529829639138,"TP3_GE","Full","Base"
"263","SY_Tepee/DH130910","Overall",0.757336779506933,"TP3_GE","Full","Base"
"264","Wintmalt/DH130910","0",0.277801813129555,"TP3_GE","Full","Base"
"265","Wintmalt/DH130910","2",0.449493056382074,"TP3_GE","Full","Base"
"266","Wintmalt/DH130910","Overall",0.775573036464337,"TP3_GE","Full","Base"
"267","Flavia/DH130910","2",0.00499082681154421,"TP3_GE","Full","Base"
"268","Flavia/DH130910","Overall",0.00499082681154421,"TP3_GE","Full","Base"
"269","Overall","0",0.0692939555743514,"TP3_GE","Full","Base"
"270","Overall","2",0.3686514828885,"TP3_GE","Full","Base"
"271","Overall","Overall",0.76104164350868,"TP3_GE","Full","Base"
"272","Scala/DH130910","0",0.115744628286716,"TP3_GE","Full","Base"
"273","Scala/DH130910","2",0.370550297147733,"TP3_GE","Full","Base"
"274","Scala/DH130910","Overall",0.807962743274957,"TP3_GE","Full","Base"
"275","SY_Tepee/DH130910","0",-0.0890828772324144,"TP3_GE","Full","Base"
"276","SY_Tepee/DH130910","2",0.486112385581766,"TP3_GE","Full","Base"
"277","SY_Tepee/DH130910","Overall",0.750226795787229,"TP3_GE","Full","Base"
"278","Wintmalt/DH130910","0",0.440651847510423,"TP3_GE","Full","Base"
"279","Wintmalt/DH130910","2",0.397409017954543,"TP3_GE","Full","Base"
"280","Wintmalt/DH130910","Overall",0.79629763084776,"TP3_GE","Full","Base"
"281","Flavia/DH130910","2",0.192261317624377,"TP3_GE","Full","Base"
"282","Flavia/DH130910","Overall",0.192261317624377,"TP3_GE","Full","Base"
"283","Overall","0",-0.0788804782299304,"TP3_GE","Full","Base"
"284","Overall","2",0.273348008773227,"TP3_GE","Full","Base"
"285","Overall","Overall",0.731713303557065,"TP3_GE","Full","Base"
"286","Scala/DH130910","0",-0.168181817552026,"TP3_GE","Full","Base"
"287","Scala/DH130910","2",0.130305653140164,"TP3_GE","Full","Base"
"288","Scala/DH130910","Overall",0.726180196642324,"TP3_GE","Full","Base"
"289","SY_Tepee/DH130910","0",0.0679337411594738,"TP3_GE","Full","Base"
"290","SY_Tepee/DH130910","2",0.233998631095657,"TP3_GE","Full","Base"
"291","SY_Tepee/DH130910","Overall",0.752304600831013,"TP3_GE","Full","Base"
"292","Wintmalt/DH130910","0",-0.17220837710614,"TP3_GE","Full","Base"
"293","Wintmalt/DH130910","2",0.353991820606031,"TP3_GE","Full","Base"
"294","Wintmalt/DH130910","Overall",0.733566440011899,"TP3_GE","Full","Base"
"295","Flavia/DH130910","2",0.198065221972936,"TP3_GE","Full","Base"
"296","Flavia/DH130910","Overall",0.198065221972936,"TP3_GE","Full","Base"
"297","Overall","0",0.0968605272735552,"TP3_GE","Full","Base"
"298","Overall","2",0.24394328707988,"TP3_GE","Full","Base"
"299","Overall","Overall",0.75896774133454,"TP3_GE","Full","Base"
"300","Scala/DH130910","0",-0.0490142819023009,"TP3_GE","Full","Base"
"301","Scala/DH130910","2",0.616363265628078,"TP3_GE","Full","Base"
"302","Scala/DH130910","Overall",0.85676946389202,"TP3_GE","Full","Base"
"303","SY_Tepee/DH130910","0",0.220641518724941,"TP3_GE","Full","Base"
"304","SY_Tepee/DH130910","2",0.292254244571226,"TP3_GE","Full","Base"
"305","SY_Tepee/DH130910","Overall",0.841016725242649,"TP3_GE","Full","Base"
"306","Wintmalt/DH130910","0",0.0913544876190441,"TP3_GE","Full","Base"
"307","Wintmalt/DH130910","2",0.0733321933035495,"TP3_GE","Full","Base"
"308","Wintmalt/DH130910","Overall",0.600517188174864,"TP3_GE","Full","Base"
"309","Flavia/DH130910","2",0.540412005284891,"TP3_GE","Full","Base"
"310","Flavia/DH130910","Overall",0.540412005284891,"TP3_GE","Full","Base"
"311","Overall","0",-0.109846410736751,"TP3_GE","Full","Base"
"312","Overall","2",0.422045101084291,"TP3_GE","Full","Base"
"313","Overall","Overall",0.759741839418049,"TP3_GE","Full","Base"
"314","Scala/DH130910","0",-0.25424603464682,"TP3_GE","Full","Base"
"315","Scala/DH130910","2",0.682029110309148,"TP3_GE","Full","Base"
"316","Scala/DH130910","Overall",0.767630071262533,"TP3_GE","Full","Base"
"317","SY_Tepee/DH130910","0",-0.0176431170834942,"TP3_GE","Full","Base"
"318","SY_Tepee/DH130910","2",0.304453054683215,"TP3_GE","Full","Base"
"319","SY_Tepee/DH130910","Overall",0.806201194593496,"TP3_GE","Full","Base"
"320","Wintmalt/DH130910","0",-0.080959180790934,"TP3_GE","Full","Base"
"321","Wintmalt/DH130910","2",0.286620989661498,"TP3_GE","Full","Base"
"322","Wintmalt/DH130910","Overall",0.732879813839469,"TP3_GE","Full","Base"
"323","Flavia/DH130910","2",0.337390503912451,"TP3_GE","Full","Base"
"324","Flavia/DH130910","Overall",0.337390503912451,"TP3_GE","Full","Base"
"325","Overall","0",-0.179545538199548,"TP3_GE","Full","Base"
"326","Overall","2",0.504246730826546,"TP3_GE","Full","Base"
"327","Overall","Overall",0.678431101006026,"TP3_GE","Full","Base"
"328","Scala/DH130910","0",-0.240653991967838,"TP3_GE","Full","Base"
"329","Scala/DH130910","2",0.184318707232179,"TP3_GE","Full","Base"
"330","Scala/DH130910","Overall",0.565252112340592,"TP3_GE","Full","Base"
"331","SY_Tepee/DH130910","0",-0.340783903425555,"TP3_GE","Full","Base"
"332","SY_Tepee/DH130910","2",0.676183977079265,"TP3_GE","Full","Base"
"333","SY_Tepee/DH130910","Overall",0.750262278884931,"TP3_GE","Full","Base"
"334","Wintmalt/DH130910","0",0.141786737760125,"TP3_GE","Full","Base"
"335","Wintmalt/DH130910","2",0.326872138269924,"TP3_GE","Full","Base"
"336","Wintmalt/DH130910","Overall",0.686637145293543,"TP3_GE","Full","Base"
"337","DH130910","2",NA,"TP3_GE","Full","Base"
"338","DH130910","Overall",NA,"TP3_GE","Full","Base"
"339","Flavia/DH130910","2",0.281430417583727,"TP3_GE","Full","Base"
"340","Flavia/DH130910","Overall",0.281430417583727,"TP3_GE","Full","Base"
"341","Overall","0",0.0682555726193221,"TP3_GE","Full","Base"
"342","Overall","2",0.354247318185575,"TP3_GE","Full","Base"
"343","Overall","Overall",0.730793001375227,"TP3_GE","Full","Base"
"344","Scala/DH130910","0",-0.121478739169192,"TP3_GE","Full","Base"
"345","Scala/DH130910","2",0.626222633771013,"TP3_GE","Full","Base"
"346","Scala/DH130910","Overall",0.760212328865558,"TP3_GE","Full","Base"
"347","SY_Tepee/DH130910","0",0.270766974414522,"TP3_GE","Full","Base"
"348","SY_Tepee/DH130910","2",0.292786514847956,"TP3_GE","Full","Base"
"349","SY_Tepee/DH130910","Overall",0.775995814983491,"TP3_GE","Full","Base"
"350","Wintmalt/DH130910","0",0.202888727586085,"TP3_GE","Full","Base"
"351","Wintmalt/DH130910","2",0.276084655189328,"TP3_GE","Full","Base"
"352","Wintmalt/DH130910","Overall",0.672730902335357,"TP3_GE","Full","Base"
"353","DH130910","2",NA,"TP3_GE","Full","Base"
"354","DH130910","Overall",NA,"TP3_GE","Full","Base"
"355","Flavia/DH130910","2",-0.0181012349935722,"TP3_GE","Full","Base"
"356","Flavia/DH130910","Overall",-0.0181012349935722,"TP3_GE","Full","Base"
"357","Overall","0",0.139645669013215,"TP3_GE","Full","Base"
"358","Overall","2",0.355454105711332,"TP3_GE","Full","Base"
"359","Overall","Overall",0.775720494165199,"TP3_GE","Full","Base"
"360","Scala/DH130910","0",0.119379001266076,"TP3_GE","Full","Base"
"361","Scala/DH130910","2",0.544506813342265,"TP3_GE","Full","Base"
"362","Scala/DH130910","Overall",0.811380355905847,"TP3_GE","Full","Base"
"363","SY_Tepee/DH130910","0",-0.147730477555147,"TP3_GE","Full","Base"
"364","SY_Tepee/DH130910","2",0.345848397656685,"TP3_GE","Full","Base"
"365","SY_Tepee/DH130910","Overall",0.812435905109546,"TP3_GE","Full","Base"
"366","Wintmalt/DH130910","0",0.403975011327136,"TP3_GE","Full","Base"
