"","Family","Qsd1","correlation","ModelCalled","trait","trainingPop"
"1","Flavia/DH130910","2",0.182639675322789,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"2","Flavia/DH130910","Overall",0.182639675322789,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"3","Overall","0",0.04361280801785,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"4","Overall","2",0.284624968555769,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"5","Overall","Overall",0.799875740374379,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"6","SY_Tepee/DH130910","0",-0.351988859976659,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"7","SY_Tepee/DH130910","2",0.699008585383142,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"8","SY_Tepee/DH130910","Overall",0.814762649376072,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"9","Scala/DH130910","0",0.388579034916235,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"10","Scala/DH130910","2",0.751105454579039,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"11","Scala/DH130910","Overall",0.850698779622765,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"12","Wintmalt/DH130910","0",-0.474834242574046,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"13","Wintmalt/DH130910","2",-0.0343381524917877,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"14","Wintmalt/DH130910","Overall",0.794987194830781,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"15","Flavia/DH130910","2",0.400816374706396,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"16","Flavia/DH130910","Overall",0.400816374706396,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"17","Overall","0",0.100883089202361,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"18","Overall","2",0.479265964267922,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"19","Overall","Overall",0.805569890938137,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"20","SY_Tepee/DH130910","0",0.201539857714073,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"21","SY_Tepee/DH130910","2",0.600862565845541,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"22","SY_Tepee/DH130910","Overall",0.861830197331828,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"23","Scala/DH130910","0",0.696240849880788,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"24","Scala/DH130910","2",0.328861801314064,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"25","Scala/DH130910","Overall",0.814480030223395,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"26","Wintmalt/DH130910","0",-0.295969875971997,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"27","Wintmalt/DH130910","2",0.545179777746828,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
"28","Wintmalt/DH130910","Overall",0.792336266141888,"Qsd1byFam_JCWithFixEff.eta","TP3_GE_2020_2021","Full"
