"","Family","Qsd1","correlation","trait","Population","Model"
"40","Scala/DH130910","Overall",0.682277785589897,"TP1_GI","Full","Base"
"41","SY_Tepee/DH130910","0",0.171412010199417,"TP1_GI","Full","Base"
"42","SY_Tepee/DH130910","2",0.757773489631265,"TP1_GI","Full","Base"
"43","SY_Tepee/DH130910","Overall",0.588708445747443,"TP1_GI","Full","Base"
"44","Wintmalt/DH130910","0",0.611108703963674,"TP1_GI","Full","Base"
"45","Wintmalt/DH130910","2",0.778714202946541,"TP1_GI","Full","Base"
"46","Wintmalt/DH130910","Overall",0.734300933554666,"TP1_GI","Full","Base"
"47","DH130910","2",NA,"TP1_GI","Full","Base"
"48","DH130910","Overall",NA,"TP1_GI","Full","Base"
"49","Flavia/DH130910","2",0.0326019931598729,"TP1_GI","Full","Base"
"50","Flavia/DH130910","Overall",0.0326019931598729,"TP1_GI","Full","Base"
"51","Overall","0",0.681937873148878,"TP1_GI","Full","Base"
"52","Overall","2",0.389702788086047,"TP1_GI","Full","Base"
"53","Overall","Overall",0.703798689630813,"TP1_GI","Full","Base"
"54","Scala/DH130910","0",0.646002577785273,"TP1_GI","Full","Base"
"55","Scala/DH130910","2",0.401556781313106,"TP1_GI","Full","Base"
"56","Scala/DH130910","Overall",0.702627940312115,"TP1_GI","Full","Base"
"57","SY_Tepee/DH130910","0",0.53830277636997,"TP1_GI","Full","Base"
"58","SY_Tepee/DH130910","2",-0.0067612831638882,"TP1_GI","Full","Base"
"59","SY_Tepee/DH130910","Overall",0.658262352028781,"TP1_GI","Full","Base"
"60","Wintmalt/DH130910","0",0.804941330303936,"TP1_GI","Full","Base"
"61","Wintmalt/DH130910","2",0.473054020427414,"TP1_GI","Full","Base"
"62","Wintmalt/DH130910","Overall",0.814666136374273,"TP1_GI","Full","Base"
"63","Flavia/DH130910","2",0.542088402272638,"TP1_GI","Full","Base"
"64","Flavia/DH130910","Overall",0.542088402272638,"TP1_GI","Full","Base"
"65","Overall","0",0.586458307081636,"TP1_GI","Full","Base"
"66","Overall","2",0.450461788846576,"TP1_GI","Full","Base"
"67","Overall","Overall",0.6943115340696,"TP1_GI","Full","Base"
"68","Scala/DH130910","0",0.635524265505774,"TP1_GI","Full","Base"
"69","Scala/DH130910","2",0.572395590910389,"TP1_GI","Full","Base"
"70","Scala/DH130910","Overall",0.768221051438244,"TP1_GI","Full","Base"
"71","SY_Tepee/DH130910","0",0.34392226267798,"TP1_GI","Full","Base"
"72","SY_Tepee/DH130910","2",-0.330316425875186,"TP1_GI","Full","Base"
"73","SY_Tepee/DH130910","Overall",0.580503269926561,"TP1_GI","Full","Base"
"74","Wintmalt/DH130910","0",0.687178482161689,"TP1_GI","Full","Base"
"75","Wintmalt/DH130910","2",0.487513168268243,"TP1_GI","Full","Base"
"76","Wintmalt/DH130910","Overall",0.7194073424954,"TP1_GI","Full","Base"
"77","DH130910","2",NA,"TP1_GI","Full","Base"
"78","DH130910","Overall",NA,"TP1_GI","Full","Base"
"79","Flavia/DH130910","2",0.195777919978625,"TP1_GI","Full","Base"
"80","Flavia/DH130910","Overall",0.195777919978625,"TP1_GI","Full","Base"
"81","Overall","0",0.622803771858587,"TP1_GI","Full","Base"
"82","Overall","2",0.546665605830035,"TP1_GI","Full","Base"
"83","Overall","Overall",0.632187118973762,"TP1_GI","Full","Base"
"84","Scala/DH130910","0",0.544473935940276,"TP1_GI","Full","Base"
"85","Scala/DH130910","2",0.77730381477338,"TP1_GI","Full","Base"
"86","Scala/DH130910","Overall",0.567723065958685,"TP1_GI","Full","Base"
"87","SY_Tepee/DH130910","0",0.325149253185354,"TP1_GI","Full","Base"
"88","SY_Tepee/DH130910","2",-0.201280509898893,"TP1_GI","Full","Base"
"89","SY_Tepee/DH130910","Overall",0.563887809889744,"TP1_GI","Full","Base"
"90","Wintmalt/DH130910","0",0.758101671340933,"TP1_GI","Full","Base"
"91","Wintmalt/DH130910","2",0.795574908561061,"TP1_GI","Full","Base"
"92","Wintmalt/DH130910","Overall",0.762120689272883,"TP1_GI","Full","Base"
"93","Flavia/DH130910","2",0.256361550485734,"TP1_GI","Full","Base"
"94","Flavia/DH130910","Overall",0.256361550485734,"TP1_GI","Full","Base"
"95","Overall","0",0.522434567376995,"TP1_GI","Full","Base"
"96","Overall","2",0.593465294168146,"TP1_GI","Full","Base"
"97","Overall","Overall",0.681985034204946,"TP1_GI","Full","Base"
"98","Scala/DH130910","0",0.324112640625345,"TP1_GI","Full","Base"
"99","Scala/DH130910","2",-0.0331653952852346,"TP1_GI","Full","Base"
"100","Scala/DH130910","Overall",0.599140979931848,"TP1_GI","Full","Base"
"101","SY_Tepee/DH130910","0",0.459694763404523,"TP1_GI","Full","Base"
"102","SY_Tepee/DH130910","2",0.263435239569426,"TP1_GI","Full","Base"
"103","SY_Tepee/DH130910","Overall",0.644341921813147,"TP1_GI","Full","Base"
"104","Wintmalt/DH130910","0",0.515320028407968,"TP1_GI","Full","Base"
"105","Wintmalt/DH130910","2",0.780170810452928,"TP1_GI","Full","Base"
"106","Wintmalt/DH130910","Overall",0.735877984280113,"TP1_GI","Full","Base"
"107","Flavia/DH130910","2",0.67243385056239,"TP1_GI","Full","Base"
"108","Flavia/DH130910","Overall",0.67243385056239,"TP1_GI","Full","Base"
"109","Overall","0",0.576717696511261,"TP1_GI","Full","Base"
"110","Overall","2",0.592065772857983,"TP1_GI","Full","Base"
"111","Overall","Overall",0.665229807227791,"TP1_GI","Full","Base"
"112","Scala/DH130910","0",0.527774249776315,"TP1_GI","Full","Base"
"113","Scala/DH130910","2",0.138713845940543,"TP1_GI","Full","Base"
"114","Scala/DH130910","Overall",0.618850697464781,"TP1_GI","Full","Base"
"115","SY_Tepee/DH130910","0",0.647474399001683,"TP1_GI","Full","Base"
"116","SY_Tepee/DH130910","2",0.068312668236419,"TP1_GI","Full","Base"
"117","SY_Tepee/DH130910","Overall",0.686654858105321,"TP1_GI","Full","Base"
"118","Wintmalt/DH130910","0",0.649612272583021,"TP1_GI","Full","Base"
"119","Wintmalt/DH130910","2",0.583596807313259,"TP1_GI","Full","Base"
"120","Wintmalt/DH130910","Overall",0.706803882114163,"TP1_GI","Full","Base"
"121","Flavia/DH130910","2",0.475572534132248,"TP1_GI","Full","Base"
"122","Flavia/DH130910","Overall",0.475572534132248,"TP1_GI","Full","Base"
"123","Overall","0",0.537959983379935,"TP1_GI","Full","Base"
"124","Overall","2",0.501065985740466,"TP1_GI","Full","Base"
"125","Overall","Overall",0.654906902322794,"TP1_GI","Full","Base"
"126","Scala/DH130910","0",0.441730603489399,"TP1_GI","Full","Base"
"127","Scala/DH130910","2",-0.0558703695677431,"TP1_GI","Full","Base"
"128","Scala/DH130910","Overall",0.558738054096431,"TP1_GI","Full","Base"
"129","SY_Tepee/DH130910","0",0.353047681888361,"TP1_GI","Full","Base"
"130","SY_Tepee/DH130910","2",-0.0458659255236502,"TP1_GI","Full","Base"
"131","SY_Tepee/DH130910","Overall",0.66899481867664,"TP1_GI","Full","Base"
"132","Wintmalt/DH130910","0",0.649378200463814,"TP1_GI","Full","Base"
"133","Wintmalt/DH130910","2",0.545269834677024,"TP1_GI","Full","Base"
"134","Wintmalt/DH130910","Overall",0.727282935320122,"TP1_GI","Full","Base"
"135","Flavia/DH130910","2",0.446596043402375,"TP1_GI","Full","Base"
"136","Flavia/DH130910","Overall",0.446596043402375,"TP1_GI","Full","Base"
"137","Overall","0",0.525143360665574,"TP1_GI","Full","Base"
"138","Overall","2",0.358765519254178,"TP1_GI","Full","Base"
"139","Overall","Overall",0.59385222238214,"TP1_GI","Full","Base"
"140","Scala/DH130910","0",0.454271398895613,"TP1_GI","Full","Base"
"141","Scala/DH130910","2",0.422760958818366,"TP1_GI","Full","Base"
"142","Scala/DH130910","Overall",0.616691940176316,"TP1_GI","Full","Base"
"143","SY_Tepee/DH130910","0",0.607249777550224,"TP1_GI","Full","Base"
"144","SY_Tepee/DH130910","2",0.0835439504914314,"TP1_GI","Full","Base"
"145","SY_Tepee/DH130910","Overall",0.542298298144758,"TP1_GI","Full","Base"
"146","Wintmalt/DH130910","0",0.502595260355737,"TP1_GI","Full","Base"
"147","Wintmalt/DH130910","2",0.419401881427534,"TP1_GI","Full","Base"
"148","Wintmalt/DH130910","Overall",0.613656020758217,"TP1_GI","Full","Base"
"149","DH130910","2",NA,"TP1_GI","Full","Base"
"150","DH130910","Overall",NA,"TP1_GI","Full","Base"
"151","Flavia/DH130910","2",0.1002547733687,"TP1_GI","Full","Base"
"152","Flavia/DH130910","Overall",0.1002547733687,"TP1_GI","Full","Base"
"153","Overall","0",0.75569540224588,"TP1_GI","Full","Base"
"154","Overall","2",0.472591351938399,"TP1_GI","Full","Base"
"155","Overall","Overall",0.713196153838204,"TP1_GI","Full","Base"
"156","Scala/DH130910","0",0.786988055943457,"TP1_GI","Full","Base"
"157","Scala/DH130910","2",0.589898784100468,"TP1_GI","Full","Base"
"158","Scala/DH130910","Overall",0.799713743691307,"TP1_GI","Full","Base"
"159","SY_Tepee/DH130910","0",0.658519667837125,"TP1_GI","Full","Base"
"160","SY_Tepee/DH130910","2",0.461965070833099,"TP1_GI","Full","Base"
"161","SY_Tepee/DH130910","Overall",0.691278074823817,"TP1_GI","Full","Base"
"162","Wintmalt/DH130910","0",0.845863186705068,"TP1_GI","Full","Base"
"163","Wintmalt/DH130910","2",0.672902961500117,"TP1_GI","Full","Base"
"164","Wintmalt/DH130910","Overall",0.748530414288541,"TP1_GI","Full","Base"
"165","Flavia/DH130910","2",0.27477522068846,"TP1_GI","Full","Base"
"166","Flavia/DH130910","Overall",0.27477522068846,"TP1_GI","Full","Base"
"167","Overall","0",0.451435531962789,"TP1_GI","Full","Base"
"168","Overall","2",0.397818203290878,"TP1_GI","Full","Base"
"169","Overall","Overall",0.603538338482847,"TP1_GI","Full","Base"
"170","Scala/DH130910","0",0.0763008305441761,"TP1_GI","Full","Base"
"171","Scala/DH130910","2",0.106349850752792,"TP1_GI","Full","Base"
"172","Scala/DH130910","Overall",0.459039001254065,"TP1_GI","Full","Base"
"173","SY_Tepee/DH130910","0",0.326843133182296,"TP1_GI","Full","Base"
"174","SY_Tepee/DH130910","2",-0.191038379484724,"TP1_GI","Full","Base"
"175","SY_Tepee/DH130910","Overall",0.61073710714905,"TP1_GI","Full","Base"
"176","Wintmalt/DH130910","0",0.732236370019756,"TP1_GI","Full","Base"
"177","Wintmalt/DH130910","2",0.575180414968469,"TP1_GI","Full","Base"
"178","Wintmalt/DH130910","Overall",0.736659081007013,"TP1_GI","Full","Base"
"179","Flavia/DH130910","2",0.0470778677770237,"TP1_GI","Full","Base"
"180","Flavia/DH130910","Overall",0.0470778677770237,"TP1_GI","Full","Base"
"181","Overall","0",0.638735905746064,"TP1_GI","Full","Base"
"182","Overall","2",0.539125866456847,"TP1_GI","Full","Base"
"183","Overall","Overall",0.687617277169369,"TP1_GI","Full","Base"
"184","Scala/DH130910","0",0.475185795434793,"TP1_GI","Full","Base"
"185","Scala/DH130910","2",0.438292396811321,"TP1_GI","Full","Base"
"186","Scala/DH130910","Overall",0.682960091639784,"TP1_GI","Full","Base"
"187","SY_Tepee/DH130910","0",0.535110847596156,"TP1_GI","Full","Base"
"188","SY_Tepee/DH130910","2",0.662212199831281,"TP1_GI","Full","Base"
"189","SY_Tepee/DH130910","Overall",0.715459505785606,"TP1_GI","Full","Base"
"190","Wintmalt/DH130910","0",0.730358107826451,"TP1_GI","Full","Base"
"191","Wintmalt/DH130910","2",0.550176288208177,"TP1_GI","Full","Base"
"192","Wintmalt/DH130910","Overall",0.702627844786147,"TP1_GI","Full","Base"
"193","Flavia/DH130910","2",0.402257789586099,"TP1_GI","Full","Base"
"194","Flavia/DH130910","Overall",0.402257789586099,"TP1_GI","Full","Base"
"195","Overall","0",0.750843595452064,"TP1_GI","Full","Base"
"196","Overall","2",0.513706253953117,"TP1_GI","Full","Base"
"197","Overall","Overall",0.706517144658143,"TP1_GI","Full","Base"
"198","Scala/DH130910","0",0.657784304104925,"TP1_GI","Full","Base"
"199","Scala/DH130910","2",0.256725227163711,"TP1_GI","Full","Base"
"200","Scala/DH130910","Overall",0.66781455114964,"TP1_GI","Full","Base"
"201","SY_Tepee/DH130910","0",0.8274192478142,"TP1_GI","Full","Base"
"202","SY_Tepee/DH130910","2",0.153984379449626,"TP1_GI","Full","Base"
"203","SY_Tepee/DH130910","Overall",0.719087912838554,"TP1_GI","Full","Base"
"204","Wintmalt/DH130910","0",0.798537280769981,"TP1_GI","Full","Base"
"205","Wintmalt/DH130910","2",0.393975386549771,"TP1_GI","Full","Base"
"206","Wintmalt/DH130910","Overall",0.725295267867472,"TP1_GI","Full","Base"
"207","DH130910","2",NA,"TP1_GI","Full","Base"
"208","DH130910","Overall",NA,"TP1_GI","Full","Base"
"209","Flavia/DH130910","2",0.385404125087819,"TP1_GI","Full","Base"
"210","Flavia/DH130910","Overall",0.385404125087819,"TP1_GI","Full","Base"
"211","Overall","0",0.610791808062393,"TP1_GI","Full","Base"
"212","Overall","2",0.393584819901842,"TP1_GI","Full","Base"
"213","Overall","Overall",0.67021365697849,"TP1_GI","Full","Base"
"214","Scala/DH130910","0",0.341639687135145,"TP1_GI","Full","Base"
"215","Scala/DH130910","2",-0.0203830758706179,"TP1_GI","Full","Base"
"216","Scala/DH130910","Overall",0.599932552885893,"TP1_GI","Full","Base"
"217","SY_Tepee/DH130910","0",0.227332588834005,"TP1_GI","Full","Base"
"218","SY_Tepee/DH130910","2",0.177676673768819,"TP1_GI","Full","Base"
"219","SY_Tepee/DH130910","Overall",0.5639440400578,"TP1_GI","Full","Base"
"220","Wintmalt/DH130910","0",0.848996225774269,"TP1_GI","Full","Base"
"221","Wintmalt/DH130910","2",0.425268463446453,"TP1_GI","Full","Base"
"222","Wintmalt/DH130910","Overall",0.773967777161711,"TP1_GI","Full","Base"
"223","Flavia/DH130910","2",0.425360571752101,"TP1_GI","Full","Base"
"224","Flavia/DH130910","Overall",0.425360571752101,"TP1_GI","Full","Base"
"225","Overall","0",0.585441664508931,"TP1_GI","Full","Base"
"226","Overall","2",0.44789947778398,"TP1_GI","Full","Base"
"227","Overall","Overall",0.657329296439907,"TP1_GI","Full","Base"
"228","Scala/DH130910","0",0.562744816501226,"TP1_GI","Full","Base"
"229","Scala/DH130910","2",0.132864713794715,"TP1_GI","Full","Base"
"230","Scala/DH130910","Overall",0.644278965370741,"TP1_GI","Full","Base"
"231","SY_Tepee/DH130910","0",0.562233411339383,"TP1_GI","Full","Base"
"232","SY_Tepee/DH130910","2",0.0847358612471051,"TP1_GI","Full","Base"
"233","SY_Tepee/DH130910","Overall",0.618550729222709,"TP1_GI","Full","Base"
"234","Wintmalt/DH130910","0",0.631815590099336,"TP1_GI","Full","Base"
"235","Wintmalt/DH130910","2",0.44359438894463,"TP1_GI","Full","Base"
"236","Wintmalt/DH130910","Overall",0.700560347024891,"TP1_GI","Full","Base"
"237","DH130910","2",NA,"TP1_GI","Full","Base"
"238","DH130910","Overall",NA,"TP1_GI","Full","Base"
"239","Flavia/DH130910","2",0.314732018182284,"TP1_GI","Full","Base"
"240","Flavia/DH130910","Overall",0.314732018182284,"TP1_GI","Full","Base"
"241","Overall","0",0.507464808038117,"TP1_GI","Full","Base"
"242","Overall","2",0.461434077847901,"TP1_GI","Full","Base"
"243","Overall","Overall",0.628064952851737,"TP1_GI","Full","Base"
"244","Scala/DH130910","0",0.367403645110816,"TP1_GI","Full","Base"
"245","Scala/DH130910","2",0.489490723238766,"TP1_GI","Full","Base"
"246","Scala/DH130910","Overall",0.630803350459532,"TP1_GI","Full","Base"
"247","SY_Tepee/DH130910","0",0.716274165390761,"TP1_GI","Full","Base"
"248","SY_Tepee/DH130910","2",0.180635750620512,"TP1_GI","Full","Base"
"249","SY_Tepee/DH130910","Overall",0.6168889254103,"TP1_GI","Full","Base"
"250","Wintmalt/DH130910","0",0.333329487036349,"TP1_GI","Full","Base"
"251","Wintmalt/DH130910","2",0.55499773666844,"TP1_GI","Full","Base"
"252","Wintmalt/DH130910","Overall",0.675875783918407,"TP1_GI","Full","Base"
"253","Flavia/DH130910","2",0.0816197443188094,"TP1_GI","Full","Base"
"254","Flavia/DH130910","Overall",0.0816197443188094,"TP1_GI","Full","Base"
"255","Overall","0",0.666627186632189,"TP1_GI","Full","Base"
"256","Overall","2",0.464171845762246,"TP1_GI","Full","Base"
"257","Overall","Overall",0.646838474134416,"TP1_GI","Full","Base"
"258","Scala/DH130910","0",0.719227162004567,"TP1_GI","Full","Base"
"259","Scala/DH130910","2",0.31670596402147,"TP1_GI","Full","Base"
"260","Scala/DH130910","Overall",0.645264130914078,"TP1_GI","Full","Base"
"261","SY_Tepee/DH130910","0",0.173528112976269,"TP1_GI","Full","Base"
"262","SY_Tepee/DH130910","2",0.311063666387743,"TP1_GI","Full","Base"
"263","SY_Tepee/DH130910","Overall",0.478041793475753,"TP1_GI","Full","Base"
"264","Wintmalt/DH130910","0",0.461045020505122,"TP1_GI","Full","Base"
"265","Wintmalt/DH130910","2",0.670277490454167,"TP1_GI","Full","Base"
"266","Wintmalt/DH130910","Overall",0.73112201771819,"TP1_GI","Full","Base"
"267","Flavia/DH130910","2",0.421983550806343,"TP1_GI","Full","Base"
"268","Flavia/DH130910","Overall",0.421983550806343,"TP1_GI","Full","Base"
"269","Overall","0",0.659172691671351,"TP1_GI","Full","Base"
"270","Overall","2",0.546273960839817,"TP1_GI","Full","Base"
"271","Overall","Overall",0.732594632508352,"TP1_GI","Full","Base"
"272","Scala/DH130910","0",0.659064805998746,"TP1_GI","Full","Base"
"273","Scala/DH130910","2",0.39355984328407,"TP1_GI","Full","Base"
"274","Scala/DH130910","Overall",0.764032672503244,"TP1_GI","Full","Base"
"275","SY_Tepee/DH130910","0",0.265674311112489,"TP1_GI","Full","Base"
"276","SY_Tepee/DH130910","2",0.72582212546106,"TP1_GI","Full","Base"
"277","SY_Tepee/DH130910","Overall",0.709628233713197,"TP1_GI","Full","Base"
"278","Wintmalt/DH130910","0",0.731412561319009,"TP1_GI","Full","Base"
"279","Wintmalt/DH130910","2",0.362794522057016,"TP1_GI","Full","Base"
"280","Wintmalt/DH130910","Overall",0.758949570728539,"TP1_GI","Full","Base"
"281","Flavia/DH130910","2",0.665382639092332,"TP1_GI","Full","Base"
"282","Flavia/DH130910","Overall",0.665382639092332,"TP1_GI","Full","Base"
"283","Overall","0",0.569380112629221,"TP1_GI","Full","Base"
"284","Overall","2",0.460439970460787,"TP1_GI","Full","Base"
"285","Overall","Overall",0.640097230327224,"TP1_GI","Full","Base"
"286","Scala/DH130910","0",0.540864278894691,"TP1_GI","Full","Base"
"287","Scala/DH130910","2",0.0817663830916179,"TP1_GI","Full","Base"
"288","Scala/DH130910","Overall",0.648693059229924,"TP1_GI","Full","Base"
"289","SY_Tepee/DH130910","0",0.662144530914685,"TP1_GI","Full","Base"
"290","SY_Tepee/DH130910","2",-0.133775936816654,"TP1_GI","Full","Base"
"291","SY_Tepee/DH130910","Overall",0.659327377217593,"TP1_GI","Full","Base"
"292","Wintmalt/DH130910","0",0.74865920551926,"TP1_GI","Full","Base"
"293","Wintmalt/DH130910","2",0.323887461998163,"TP1_GI","Full","Base"
"294","Wintmalt/DH130910","Overall",0.62582819941914,"TP1_GI","Full","Base"
"295","Flavia/DH130910","2",0.527096453845763,"TP1_GI","Full","Base"
"296","Flavia/DH130910","Overall",0.527096453845763,"TP1_GI","Full","Base"
"297","Overall","0",0.620213984221168,"TP1_GI","Full","Base"
"298","Overall","2",0.580128136728435,"TP1_GI","Full","Base"
"299","Overall","Overall",0.677301728182016,"TP1_GI","Full","Base"
"300","Scala/DH130910","0",0.441066158768085,"TP1_GI","Full","Base"
"301","Scala/DH130910","2",0.383458479086603,"TP1_GI","Full","Base"
"302","Scala/DH130910","Overall",0.65654451119292,"TP1_GI","Full","Base"
"303","SY_Tepee/DH130910","0",0.387768294632348,"TP1_GI","Full","Base"
"304","SY_Tepee/DH130910","2",-0.208068786338749,"TP1_GI","Full","Base"
"305","SY_Tepee/DH130910","Overall",0.582060487809393,"TP1_GI","Full","Base"
"306","Wintmalt/DH130910","0",0.816069669089893,"TP1_GI","Full","Base"
"307","Wintmalt/DH130910","2",0.648663196001144,"TP1_GI","Full","Base"
"308","Wintmalt/DH130910","Overall",0.762958338415647,"TP1_GI","Full","Base"
"309","Flavia/DH130910","2",0.506000512131268,"TP1_GI","Full","Base"
"310","Flavia/DH130910","Overall",0.506000512131268,"TP1_GI","Full","Base"
"311","Overall","0",0.552204805685649,"TP1_GI","Full","Base"
"312","Overall","2",0.5232057789051,"TP1_GI","Full","Base"
"313","Overall","Overall",0.646879211205,"TP1_GI","Full","Base"
"314","Scala/DH130910","0",0.234653798565133,"TP1_GI","Full","Base"
"315","Scala/DH130910","2",0.535840263782018,"TP1_GI","Full","Base"
"316","Scala/DH130910","Overall",0.582131389166722,"TP1_GI","Full","Base"
"317","SY_Tepee/DH130910","0",0.646618775836372,"TP1_GI","Full","Base"
"318","SY_Tepee/DH130910","2",-0.0238244650347163,"TP1_GI","Full","Base"
"319","SY_Tepee/DH130910","Overall",0.434400951150576,"TP1_GI","Full","Base"
"320","Wintmalt/DH130910","0",0.79577369093445,"TP1_GI","Full","Base"
"321","Wintmalt/DH130910","2",0.561005028467841,"TP1_GI","Full","Base"
"322","Wintmalt/DH130910","Overall",0.726510295030399,"TP1_GI","Full","Base"
"323","Flavia/DH130910","2",0.567740575246511,"TP1_GI","Full","Base"
"324","Flavia/DH130910","Overall",0.567740575246511,"TP1_GI","Full","Base"
"325","Overall","0",0.544517088252014,"TP1_GI","Full","Base"
"326","Overall","2",0.609375580435359,"TP1_GI","Full","Base"
"327","Overall","Overall",0.67269362557683,"TP1_GI","Full","Base"
"328","Scala/DH130910","0",0.426081412609529,"TP1_GI","Full","Base"
"329","Scala/DH130910","2",0.556689884429123,"TP1_GI","Full","Base"
"330","Scala/DH130910","Overall",0.6063587648958,"TP1_GI","Full","Base"
"331","SY_Tepee/DH130910","0",0.370464825967864,"TP1_GI","Full","Base"
"332","SY_Tepee/DH130910","2",0.518909341475544,"TP1_GI","Full","Base"
"333","SY_Tepee/DH130910","Overall",0.733319555874276,"TP1_GI","Full","Base"
"334","Wintmalt/DH130910","0",0.831748035435137,"TP1_GI","Full","Base"
"335","Wintmalt/DH130910","2",0.527198515882571,"TP1_GI","Full","Base"
"336","Wintmalt/DH130910","Overall",0.763707165028181,"TP1_GI","Full","Base"
"337","DH130910","2",NA,"TP1_GI","Full","Base"
"338","DH130910","Overall",NA,"TP1_GI","Full","Base"
"339","Flavia/DH130910","2",0.469701481769241,"TP1_GI","Full","Base"
"340","Flavia/DH130910","Overall",0.469701481769241,"TP1_GI","Full","Base"
"341","Overall","0",0.621170395315302,"TP1_GI","Full","Base"
"342","Overall","2",0.458340271596952,"TP1_GI","Full","Base"
"343","Overall","Overall",0.644938793507784,"TP1_GI","Full","Base"
"344","Scala/DH130910","0",0.783560862539882,"TP1_GI","Full","Base"
"345","Scala/DH130910","2",0.18117566161222,"TP1_GI","Full","Base"
"346","Scala/DH130910","Overall",0.70637531767527,"TP1_GI","Full","Base"
"347","SY_Tepee/DH130910","0",0.620866784484893,"TP1_GI","Full","Base"
"348","SY_Tepee/DH130910","2",-0.0101763360335852,"TP1_GI","Full","Base"
"349","SY_Tepee/DH130910","Overall",0.659590867001601,"TP1_GI","Full","Base"
"350","Wintmalt/DH130910","0",0.466007523035973,"TP1_GI","Full","Base"
"351","Wintmalt/DH130910","2",0.415484264897918,"TP1_GI","Full","Base"
"352","Wintmalt/DH130910","Overall",0.578299852297197,"TP1_GI","Full","Base"
"353","DH130910","2",NA,"TP1_GI","Full","Base"
"354","DH130910","Overall",NA,"TP1_GI","Full","Base"
"355","Flavia/DH130910","2",0.0255975608889356,"TP1_GI","Full","Base"
"356","Flavia/DH130910","Overall",0.0255975608889356,"TP1_GI","Full","Base"
"357","Overall","0",0.673461294824009,"TP1_GI","Full","Base"
"358","Overall","2",0.430630488162321,"TP1_GI","Full","Base"
"359","Overall","Overall",0.699979526771997,"TP1_GI","Full","Base"
"360","Scala/DH130910","0",0.601069722177017,"TP1_GI","Full","Base"
"361","Scala/DH130910","2",0.353410542354917,"TP1_GI","Full","Base"
"362","Scala/DH130910","Overall",0.653402964365229,"TP1_GI","Full","Base"
"363","SY_Tepee/DH130910","0",0.599962921863958,"TP1_GI","Full","Base"
"364","SY_Tepee/DH130910","2",-0.0800308066576067,"TP1_GI","Full","Base"
"365","SY_Tepee/DH130910","Overall",0.643125956779884,"TP1_GI","Full","Base"
"366","Wintmalt/DH130910","0",0.702297923202532,"TP1_GI","Full","Base"
"367","Wintmalt/DH130910","2",0.62183595912461,"TP1_GI","Full","Base"
