"","Family","Qsd1","correlation","trait","Population","Model"
"76","Wintmalt/DH130910","Overall",0.732879300974507,"TP1_GE","Full","Base"
"77","DH130910","2",NA,"TP1_GE","Full","Base"
"78","DH130910","Overall",NA,"TP1_GE","Full","Base"
"79","Flavia/DH130910","2",0.227252088557253,"TP1_GE","Full","Base"
"80","Flavia/DH130910","Overall",0.227252088557253,"TP1_GE","Full","Base"
"81","Overall","0",0.638302423201352,"TP1_GE","Full","Base"
"82","Overall","2",0.578005487579484,"TP1_GE","Full","Base"
"83","Overall","Overall",0.663418478888777,"TP1_GE","Full","Base"
"84","Scala/DH130910","0",0.532140716576419,"TP1_GE","Full","Base"
"85","Scala/DH130910","2",0.80374927589358,"TP1_GE","Full","Base"
"86","Scala/DH130910","Overall",0.609088097530561,"TP1_GE","Full","Base"
"87","SY_Tepee/DH130910","0",0.296502611245563,"TP1_GE","Full","Base"
"88","SY_Tepee/DH130910","2",-0.136075472146119,"TP1_GE","Full","Base"
"89","SY_Tepee/DH130910","Overall",0.582954618234082,"TP1_GE","Full","Base"
"90","Wintmalt/DH130910","0",0.790354513096978,"TP1_GE","Full","Base"
"91","Wintmalt/DH130910","2",0.786649326683747,"TP1_GE","Full","Base"
"92","Wintmalt/DH130910","Overall",0.773623410880927,"TP1_GE","Full","Base"
"93","Flavia/DH130910","2",0.250980312871415,"TP1_GE","Full","Base"
"94","Flavia/DH130910","Overall",0.250980312871415,"TP1_GE","Full","Base"
"95","Overall","0",0.571568105425541,"TP1_GE","Full","Base"
"96","Overall","2",0.627000772155,"TP1_GE","Full","Base"
"97","Overall","Overall",0.711135369033228,"TP1_GE","Full","Base"
"98","Scala/DH130910","0",0.389701189689188,"TP1_GE","Full","Base"
"99","Scala/DH130910","2",0.0131222613707213,"TP1_GE","Full","Base"
"100","Scala/DH130910","Overall",0.631225500098868,"TP1_GE","Full","Base"
"101","SY_Tepee/DH130910","0",0.511659010068499,"TP1_GE","Full","Base"
"102","SY_Tepee/DH130910","2",0.369877614839505,"TP1_GE","Full","Base"
"103","SY_Tepee/DH130910","Overall",0.693432968437496,"TP1_GE","Full","Base"
"104","Wintmalt/DH130910","0",0.521276074081976,"TP1_GE","Full","Base"
"105","Wintmalt/DH130910","2",0.804406610232194,"TP1_GE","Full","Base"
"106","Wintmalt/DH130910","Overall",0.757497687474797,"TP1_GE","Full","Base"
"107","Flavia/DH130910","2",0.658418739663117,"TP1_GE","Full","Base"
"108","Flavia/DH130910","Overall",0.658418739663117,"TP1_GE","Full","Base"
"109","Overall","0",0.593115108396482,"TP1_GE","Full","Base"
"110","Overall","2",0.60052160807335,"TP1_GE","Full","Base"
"111","Overall","Overall",0.694947292246963,"TP1_GE","Full","Base"
"112","Scala/DH130910","0",0.489274639649359,"TP1_GE","Full","Base"
"113","Scala/DH130910","2",0.122313381873696,"TP1_GE","Full","Base"
"114","Scala/DH130910","Overall",0.645001699642482,"TP1_GE","Full","Base"
"115","SY_Tepee/DH130910","0",0.639733962651007,"TP1_GE","Full","Base"
"116","SY_Tepee/DH130910","2",0.0524831478113748,"TP1_GE","Full","Base"
"117","SY_Tepee/DH130910","Overall",0.690799856407942,"TP1_GE","Full","Base"
"118","Wintmalt/DH130910","0",0.652637100130445,"TP1_GE","Full","Base"
"119","Wintmalt/DH130910","2",0.598089809595572,"TP1_GE","Full","Base"
"120","Wintmalt/DH130910","Overall",0.722973180906041,"TP1_GE","Full","Base"
"121","Flavia/DH130910","2",0.450170669374532,"TP1_GE","Full","Base"
"122","Flavia/DH130910","Overall",0.450170669374532,"TP1_GE","Full","Base"
"123","Overall","0",0.548702984938092,"TP1_GE","Full","Base"
"124","Overall","2",0.521402603363404,"TP1_GE","Full","Base"
"125","Overall","Overall",0.673838225326738,"TP1_GE","Full","Base"
"126","Scala/DH130910","0",0.461252109127137,"TP1_GE","Full","Base"
"127","Scala/DH130910","2",-0.054424923802511,"TP1_GE","Full","Base"
"128","Scala/DH130910","Overall",0.574528149927693,"TP1_GE","Full","Base"
"129","SY_Tepee/DH130910","0",0.298801371140944,"TP1_GE","Full","Base"
"130","SY_Tepee/DH130910","2",0.0154601443362609,"TP1_GE","Full","Base"
"131","SY_Tepee/DH130910","Overall",0.694162954646893,"TP1_GE","Full","Base"
"132","Wintmalt/DH130910","0",0.632306042926745,"TP1_GE","Full","Base"
"133","Wintmalt/DH130910","2",0.56516561194377,"TP1_GE","Full","Base"
"134","Wintmalt/DH130910","Overall",0.737162215864947,"TP1_GE","Full","Base"
"135","Flavia/DH130910","2",0.371687867351092,"TP1_GE","Full","Base"
"136","Flavia/DH130910","Overall",0.371687867351092,"TP1_GE","Full","Base"
"137","Overall","0",0.5697249131777,"TP1_GE","Full","Base"
"138","Overall","2",0.370570843865287,"TP1_GE","Full","Base"
"139","Overall","Overall",0.608664816243314,"TP1_GE","Full","Base"
"140","Scala/DH130910","0",0.583684852487141,"TP1_GE","Full","Base"
"141","Scala/DH130910","2",0.451313065165126,"TP1_GE","Full","Base"
"142","Scala/DH130910","Overall",0.677108736036706,"TP1_GE","Full","Base"
"143","SY_Tepee/DH130910","0",0.746714123582206,"TP1_GE","Full","Base"
"144","SY_Tepee/DH130910","2",0.134615671700517,"TP1_GE","Full","Base"
"145","SY_Tepee/DH130910","Overall",0.584789555813804,"TP1_GE","Full","Base"
"146","Wintmalt/DH130910","0",0.426035098504314,"TP1_GE","Full","Base"
"147","Wintmalt/DH130910","2",0.399645102170455,"TP1_GE","Full","Base"
"148","Wintmalt/DH130910","Overall",0.584168163661662,"TP1_GE","Full","Base"
"149","DH130910","2",NA,"TP1_GE","Full","Base"
"150","DH130910","Overall",NA,"TP1_GE","Full","Base"
"151","Flavia/DH130910","2",0.0719289861198242,"TP1_GE","Full","Base"
"152","Flavia/DH130910","Overall",0.0719289861198242,"TP1_GE","Full","Base"
"153","Overall","0",0.770328319267857,"TP1_GE","Full","Base"
"154","Overall","2",0.495040414142441,"TP1_GE","Full","Base"
"155","Overall","Overall",0.730123070915388,"TP1_GE","Full","Base"
"156","Scala/DH130910","0",0.812355360169948,"TP1_GE","Full","Base"
"157","Scala/DH130910","2",0.58199331226702,"TP1_GE","Full","Base"
"158","Scala/DH130910","Overall",0.811981817182905,"TP1_GE","Full","Base"
"159","SY_Tepee/DH130910","0",0.687692960169851,"TP1_GE","Full","Base"
"160","SY_Tepee/DH130910","2",0.470218449353477,"TP1_GE","Full","Base"
"161","SY_Tepee/DH130910","Overall",0.714995693162769,"TP1_GE","Full","Base"
"162","Wintmalt/DH130910","0",0.855573531880924,"TP1_GE","Full","Base"
"163","Wintmalt/DH130910","2",0.64558340901671,"TP1_GE","Full","Base"
"164","Wintmalt/DH130910","Overall",0.762419059145284,"TP1_GE","Full","Base"
"165","Flavia/DH130910","2",0.240901811018203,"TP1_GE","Full","Base"
"166","Flavia/DH130910","Overall",0.240901811018203,"TP1_GE","Full","Base"
"167","Overall","0",0.5455742906416,"TP1_GE","Full","Base"
"168","Overall","2",0.413677467331288,"TP1_GE","Full","Base"
"169","Overall","Overall",0.645330700767013,"TP1_GE","Full","Base"
"170","Scala/DH130910","0",0.211526252815069,"TP1_GE","Full","Base"
"171","Scala/DH130910","2",0.215011963478875,"TP1_GE","Full","Base"
"172","Scala/DH130910","Overall",0.535858153682536,"TP1_GE","Full","Base"
"173","SY_Tepee/DH130910","0",0.362568469648975,"TP1_GE","Full","Base"
"174","SY_Tepee/DH130910","2",-0.240366439354516,"TP1_GE","Full","Base"
"175","SY_Tepee/DH130910","Overall",0.627602723053354,"TP1_GE","Full","Base"
"176","Wintmalt/DH130910","0",0.755754360945149,"TP1_GE","Full","Base"
"177","Wintmalt/DH130910","2",0.564735338849687,"TP1_GE","Full","Base"
"178","Wintmalt/DH130910","Overall",0.75684101476271,"TP1_GE","Full","Base"
"179","Flavia/DH130910","2",0.0576273695387761,"TP1_GE","Full","Base"
"180","Flavia/DH130910","Overall",0.0576273695387761,"TP1_GE","Full","Base"
"181","Overall","0",0.644055054890861,"TP1_GE","Full","Base"
"182","Overall","2",0.557919032912082,"TP1_GE","Full","Base"
"183","Overall","Overall",0.697028381657677,"TP1_GE","Full","Base"
"184","Scala/DH130910","0",0.484769003447909,"TP1_GE","Full","Base"
"185","Scala/DH130910","2",0.432706260063546,"TP1_GE","Full","Base"
"186","Scala/DH130910","Overall",0.681519544256728,"TP1_GE","Full","Base"
"187","SY_Tepee/DH130910","0",0.513849652102035,"TP1_GE","Full","Base"
"188","SY_Tepee/DH130910","2",0.630628846662505,"TP1_GE","Full","Base"
"189","SY_Tepee/DH130910","Overall",0.722226821348106,"TP1_GE","Full","Base"
"190","Wintmalt/DH130910","0",0.716891367857618,"TP1_GE","Full","Base"
"191","Wintmalt/DH130910","2",0.55252223714816,"TP1_GE","Full","Base"
"192","Wintmalt/DH130910","Overall",0.705448757695024,"TP1_GE","Full","Base"
"193","Flavia/DH130910","2",0.406593819466817,"TP1_GE","Full","Base"
"194","Flavia/DH130910","Overall",0.406593819466817,"TP1_GE","Full","Base"
"195","Overall","0",0.790742656686779,"TP1_GE","Full","Base"
"196","Overall","2",0.533332168753249,"TP1_GE","Full","Base"
"197","Overall","Overall",0.727336982646356,"TP1_GE","Full","Base"
"198","Scala/DH130910","0",0.758597369250689,"TP1_GE","Full","Base"
"199","Scala/DH130910","2",0.319457009866858,"TP1_GE","Full","Base"
"200","Scala/DH130910","Overall",0.714736002174808,"TP1_GE","Full","Base"
"201","SY_Tepee/DH130910","0",0.831253309114304,"TP1_GE","Full","Base"
"202","SY_Tepee/DH130910","2",0.170078882833638,"TP1_GE","Full","Base"
"203","SY_Tepee/DH130910","Overall",0.710978087833975,"TP1_GE","Full","Base"
"204","Wintmalt/DH130910","0",0.812728228401048,"TP1_GE","Full","Base"
"205","Wintmalt/DH130910","2",0.401261126829862,"TP1_GE","Full","Base"
"206","Wintmalt/DH130910","Overall",0.736287073839663,"TP1_GE","Full","Base"
"207","DH130910","2",NA,"TP1_GE","Full","Base"
"208","DH130910","Overall",NA,"TP1_GE","Full","Base"
"209","Flavia/DH130910","2",0.401431508823083,"TP1_GE","Full","Base"
"210","Flavia/DH130910","Overall",0.401431508823083,"TP1_GE","Full","Base"
"211","Overall","0",0.604657446484328,"TP1_GE","Full","Base"
"212","Overall","2",0.422392169399946,"TP1_GE","Full","Base"
"213","Overall","Overall",0.682374854975782,"TP1_GE","Full","Base"
"214","Scala/DH130910","0",0.40125755590146,"TP1_GE","Full","Base"
"215","Scala/DH130910","2",0.0188109077324145,"TP1_GE","Full","Base"
"216","Scala/DH130910","Overall",0.622093710998291,"TP1_GE","Full","Base"
"217","SY_Tepee/DH130910","0",0.196143694409032,"TP1_GE","Full","Base"
"218","SY_Tepee/DH130910","2",0.17967197949344,"TP1_GE","Full","Base"
"219","SY_Tepee/DH130910","Overall",0.567914009405848,"TP1_GE","Full","Base"
"220","Wintmalt/DH130910","0",0.81544185174691,"TP1_GE","Full","Base"
"221","Wintmalt/DH130910","2",0.387240539765124,"TP1_GE","Full","Base"
"222","Wintmalt/DH130910","Overall",0.76170614324742,"TP1_GE","Full","Base"
"223","Flavia/DH130910","2",0.417664289277064,"TP1_GE","Full","Base"
"224","Flavia/DH130910","Overall",0.417664289277064,"TP1_GE","Full","Base"
"225","Overall","0",0.612357914377192,"TP1_GE","Full","Base"
"226","Overall","2",0.464105595886752,"TP1_GE","Full","Base"
"227","Overall","Overall",0.674104122505239,"TP1_GE","Full","Base"
"228","Scala/DH130910","0",0.574613085591221,"TP1_GE","Full","Base"
"229","Scala/DH130910","2",0.190519405955884,"TP1_GE","Full","Base"
"230","Scala/DH130910","Overall",0.666067348835961,"TP1_GE","Full","Base"
"231","SY_Tepee/DH130910","0",0.603172604303313,"TP1_GE","Full","Base"
"232","SY_Tepee/DH130910","2",0.111248784615356,"TP1_GE","Full","Base"
"233","SY_Tepee/DH130910","Overall",0.641076253945022,"TP1_GE","Full","Base"
"234","Wintmalt/DH130910","0",0.665793010325972,"TP1_GE","Full","Base"
"235","Wintmalt/DH130910","2",0.449529585032722,"TP1_GE","Full","Base"
"236","Wintmalt/DH130910","Overall",0.707469699424599,"TP1_GE","Full","Base"
"237","DH130910","2",NA,"TP1_GE","Full","Base"
"238","DH130910","Overall",NA,"TP1_GE","Full","Base"
"239","Flavia/DH130910","2",0.315522271388415,"TP1_GE","Full","Base"
"240","Flavia/DH130910","Overall",0.315522271388415,"TP1_GE","Full","Base"
"241","Overall","0",0.51989805953018,"TP1_GE","Full","Base"
"242","Overall","2",0.473478154248243,"TP1_GE","Full","Base"
"243","Overall","Overall",0.639469339269642,"TP1_GE","Full","Base"
"244","Scala/DH130910","0",0.337374033250317,"TP1_GE","Full","Base"
"245","Scala/DH130910","2",0.470202611585511,"TP1_GE","Full","Base"
"246","Scala/DH130910","Overall",0.620466714655939,"TP1_GE","Full","Base"
"247","SY_Tepee/DH130910","0",0.718436215379163,"TP1_GE","Full","Base"
"248","SY_Tepee/DH130910","2",0.249668178638878,"TP1_GE","Full","Base"
"249","SY_Tepee/DH130910","Overall",0.651249776622472,"TP1_GE","Full","Base"
"250","Wintmalt/DH130910","0",0.380560540018993,"TP1_GE","Full","Base"
"251","Wintmalt/DH130910","2",0.527659113278934,"TP1_GE","Full","Base"
"252","Wintmalt/DH130910","Overall",0.700266917634711,"TP1_GE","Full","Base"
"253","Flavia/DH130910","2",0.101045183905878,"TP1_GE","Full","Base"
"254","Flavia/DH130910","Overall",0.101045183905878,"TP1_GE","Full","Base"
"255","Overall","0",0.675798244147694,"TP1_GE","Full","Base"
"256","Overall","2",0.509254394247104,"TP1_GE","Full","Base"
"257","Overall","Overall",0.663421748804301,"TP1_GE","Full","Base"
"258","Scala/DH130910","0",0.724841965423907,"TP1_GE","Full","Base"
"259","Scala/DH130910","2",0.334993660612682,"TP1_GE","Full","Base"
"260","Scala/DH130910","Overall",0.657473013927413,"TP1_GE","Full","Base"
"261","SY_Tepee/DH130910","0",0.103129197066767,"TP1_GE","Full","Base"
"262","SY_Tepee/DH130910","2",0.351272421190869,"TP1_GE","Full","Base"
"263","SY_Tepee/DH130910","Overall",0.487686706663719,"TP1_GE","Full","Base"
"264","Wintmalt/DH130910","0",0.470136486932135,"TP1_GE","Full","Base"
"265","Wintmalt/DH130910","2",0.73709973794714,"TP1_GE","Full","Base"
"266","Wintmalt/DH130910","Overall",0.761767131975674,"TP1_GE","Full","Base"
"267","Flavia/DH130910","2",0.458411426739949,"TP1_GE","Full","Base"
"268","Flavia/DH130910","Overall",0.458411426739949,"TP1_GE","Full","Base"
"269","Overall","0",0.651830207092693,"TP1_GE","Full","Base"
"270","Overall","2",0.565905286335314,"TP1_GE","Full","Base"
"271","Overall","Overall",0.742225199686576,"TP1_GE","Full","Base"
"272","Scala/DH130910","0",0.656768284150203,"TP1_GE","Full","Base"
"273","Scala/DH130910","2",0.439341399733964,"TP1_GE","Full","Base"
"274","Scala/DH130910","Overall",0.778534836385964,"TP1_GE","Full","Base"
"275","SY_Tepee/DH130910","0",0.232649564407383,"TP1_GE","Full","Base"
"276","SY_Tepee/DH130910","2",0.715126289453574,"TP1_GE","Full","Base"
"277","SY_Tepee/DH130910","Overall",0.719602289709705,"TP1_GE","Full","Base"
"278","Wintmalt/DH130910","0",0.75492002266568,"TP1_GE","Full","Base"
"279","Wintmalt/DH130910","2",0.345416178084262,"TP1_GE","Full","Base"
"280","Wintmalt/DH130910","Overall",0.772066451590245,"TP1_GE","Full","Base"
"281","Flavia/DH130910","2",0.67848805007894,"TP1_GE","Full","Base"
"282","Flavia/DH130910","Overall",0.67848805007894,"TP1_GE","Full","Base"
"283","Overall","0",0.592624670141568,"TP1_GE","Full","Base"
"284","Overall","2",0.485736383491676,"TP1_GE","Full","Base"
"285","Overall","Overall",0.659880881566229,"TP1_GE","Full","Base"
"286","Scala/DH130910","0",0.60119035684984,"TP1_GE","Full","Base"
"287","Scala/DH130910","2",0.151687225926221,"TP1_GE","Full","Base"
"288","Scala/DH130910","Overall",0.683351682234625,"TP1_GE","Full","Base"
"289","SY_Tepee/DH130910","0",0.677728177544282,"TP1_GE","Full","Base"
"290","SY_Tepee/DH130910","2",-0.0143105145328799,"TP1_GE","Full","Base"
"291","SY_Tepee/DH130910","Overall",0.698269670365503,"TP1_GE","Full","Base"
"292","Wintmalt/DH130910","0",0.718915380855818,"TP1_GE","Full","Base"
"293","Wintmalt/DH130910","2",0.299331462975159,"TP1_GE","Full","Base"
"294","Wintmalt/DH130910","Overall",0.60951698350489,"TP1_GE","Full","Base"
"295","Flavia/DH130910","2",0.555485732653591,"TP1_GE","Full","Base"
"296","Flavia/DH130910","Overall",0.555485732653591,"TP1_GE","Full","Base"
"297","Overall","0",0.622480552685292,"TP1_GE","Full","Base"
"298","Overall","2",0.609295896916881,"TP1_GE","Full","Base"
"299","Overall","Overall",0.697697202169301,"TP1_GE","Full","Base"
"300","Scala/DH130910","0",0.459755530771811,"TP1_GE","Full","Base"
"301","Scala/DH130910","2",0.426454807703553,"TP1_GE","Full","Base"
"302","Scala/DH130910","Overall",0.694127587216728,"TP1_GE","Full","Base"
"303","SY_Tepee/DH130910","0",0.358511049036408,"TP1_GE","Full","Base"
"304","SY_Tepee/DH130910","2",-0.197241100281992,"TP1_GE","Full","Base"
"305","SY_Tepee/DH130910","Overall",0.60029820816939,"TP1_GE","Full","Base"
"306","Wintmalt/DH130910","0",0.798727126720665,"TP1_GE","Full","Base"
"307","Wintmalt/DH130910","2",0.659052023180025,"TP1_GE","Full","Base"
"308","Wintmalt/DH130910","Overall",0.757300942613014,"TP1_GE","Full","Base"
"309","Flavia/DH130910","2",0.495190453039649,"TP1_GE","Full","Base"
"310","Flavia/DH130910","Overall",0.495190453039649,"TP1_GE","Full","Base"
"311","Overall","0",0.604279630485951,"TP1_GE","Full","Base"
"312","Overall","2",0.550602852963253,"TP1_GE","Full","Base"
"313","Overall","Overall",0.673082138069365,"TP1_GE","Full","Base"
"314","Scala/DH130910","0",0.251465134991251,"TP1_GE","Full","Base"
"315","Scala/DH130910","2",0.54971493689999,"TP1_GE","Full","Base"
"316","Scala/DH130910","Overall",0.603687104249321,"TP1_GE","Full","Base"
"317","SY_Tepee/DH130910","0",0.61750554749544,"TP1_GE","Full","Base"
"318","SY_Tepee/DH130910","2",0.0292752413328597,"TP1_GE","Full","Base"
"319","SY_Tepee/DH130910","Overall",0.454150817756785,"TP1_GE","Full","Base"
"320","Wintmalt/DH130910","0",0.886831324048543,"TP1_GE","Full","Base"
"321","Wintmalt/DH130910","2",0.597975264910468,"TP1_GE","Full","Base"
"322","Wintmalt/DH130910","Overall",0.775217695091563,"TP1_GE","Full","Base"
"323","Flavia/DH130910","2",0.564915284607291,"TP1_GE","Full","Base"
"324","Flavia/DH130910","Overall",0.564915284607291,"TP1_GE","Full","Base"
"325","Overall","0",0.596916802567183,"TP1_GE","Full","Base"
"326","Overall","2",0.635538704126852,"TP1_GE","Full","Base"
"327","Overall","Overall",0.702086019777026,"TP1_GE","Full","Base"
"328","Scala/DH130910","0",0.48702295364818,"TP1_GE","Full","Base"
"329","Scala/DH130910","2",0.550994335411892,"TP1_GE","Full","Base"
"330","Scala/DH130910","Overall",0.646193399747411,"TP1_GE","Full","Base"
"331","SY_Tepee/DH130910","0",0.30393979058549,"TP1_GE","Full","Base"
"332","SY_Tepee/DH130910","2",0.510078443580977,"TP1_GE","Full","Base"
"333","SY_Tepee/DH130910","Overall",0.742414507728439,"TP1_GE","Full","Base"
"334","Wintmalt/DH130910","0",0.863649277537758,"TP1_GE","Full","Base"
"335","Wintmalt/DH130910","2",0.581363558412506,"TP1_GE","Full","Base"
"336","Wintmalt/DH130910","Overall",0.785079682637443,"TP1_GE","Full","Base"
"337","DH130910","2",NA,"TP1_GE","Full","Base"
"338","DH130910","Overall",NA,"TP1_GE","Full","Base"
"339","Flavia/DH130910","2",0.432322044260434,"TP1_GE","Full","Base"
"340","Flavia/DH130910","Overall",0.432322044260434,"TP1_GE","Full","Base"
"341","Overall","0",0.635457350619235,"TP1_GE","Full","Base"
"342","Overall","2",0.484935050477738,"TP1_GE","Full","Base"
"343","Overall","Overall",0.679598071084566,"TP1_GE","Full","Base"
"344","Scala/DH130910","0",0.80677618011807,"TP1_GE","Full","Base"
"345","Scala/DH130910","2",0.245577837025444,"TP1_GE","Full","Base"
"346","Scala/DH130910","Overall",0.75080206119399,"TP1_GE","Full","Base"
"347","SY_Tepee/DH130910","0",0.613851272424507,"TP1_GE","Full","Base"
"348","SY_Tepee/DH130910","2",0.0157164882873786,"TP1_GE","Full","Base"
"349","SY_Tepee/DH130910","Overall",0.670331810265579,"TP1_GE","Full","Base"
"350","Wintmalt/DH130910","0",0.471444312615983,"TP1_GE","Full","Base"
"351","Wintmalt/DH130910","2",0.412676486142466,"TP1_GE","Full","Base"
"352","Wintmalt/DH130910","Overall",0.609232211148956,"TP1_GE","Full","Base"
"353","DH130910","2",NA,"TP1_GE","Full","Base"
"354","DH130910","Overall",NA,"TP1_GE","Full","Base"
"355","Flavia/DH130910","2",-0.0477626610171122,"TP1_GE","Full","Base"
"356","Flavia/DH130910","Overall",-0.0477626610171122,"TP1_GE","Full","Base"
"357","Overall","0",0.701103782916578,"TP1_GE","Full","Base"
"358","Overall","2",0.453999126221345,"TP1_GE","Full","Base"
"359","Overall","Overall",0.723418946086317,"TP1_GE","Full","Base"
"360","Scala/DH130910","0",0.626265115539893,"TP1_GE","Full","Base"
"361","Scala/DH130910","2",0.342271584997012,"TP1_GE","Full","Base"
"362","Scala/DH130910","Overall",0.685024992910643,"TP1_GE","Full","Base"
"363","SY_Tepee/DH130910","0",0.640472233912843,"TP1_GE","Full","Base"
"364","SY_Tepee/DH130910","2",-0.0212671764878756,"TP1_GE","Full","Base"
"365","SY_Tepee/DH130910","Overall",0.670655302593876,"TP1_GE","Full","Base"
"366","Wintmalt/DH130910","0",0.706231897553915,"TP1_GE","Full","Base"
"367","Wintmalt/DH130910","2",0.646452044493423,"TP1_GE","Full","Base"
"368","Wintmalt/DH130910","Overall",0.803327547692742,"TP1_GE","Full","Base"
