"","Family","Qsd1","correlation","ModelCalled","trait","trainingPop"
"1","Flavia/DH130910","2",0.30554299978825,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"2","Flavia/DH130910","Overall",0.30554299978825,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"3","Overall","0",0.462882133649269,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"4","Overall","2",0.413574943803992,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"5","Overall","Overall",0.663327549803496,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"6","SY_Tepee/DH130910","0",0.277712887632812,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"7","SY_Tepee/DH130910","2",0.809904991981894,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"8","SY_Tepee/DH130910","Overall",0.774217315156294,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"9","Scala/DH130910","0",0.425719984908418,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"10","Scala/DH130910","2",0.793570504544745,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"11","Scala/DH130910","Overall",0.456267934100717,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"12","Wintmalt/DH130910","0",-0.164004413049444,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"13","Wintmalt/DH130910","2",0.177812812015128,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"14","Wintmalt/DH130910","Overall",0.797936859602464,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"15","Flavia/DH130910","2",0.32470845030389,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"16","Flavia/DH130910","Overall",0.32470845030389,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
"17","Overall","0",0.166161367448663,"Qsd1byFam_JCWithFixEff.eta","TP5_GI_2020_2021","Full"
