"","Family","Qsd1","correlation","trait","Population","Model"
"318","SY_Tepee/DH130910","2",0.553427975222432,"TP2_GI","Full","Base"
"319","SY_Tepee/DH130910","Overall",0.946447642484686,"TP2_GI","Full","Base"
"320","Wintmalt/DH130910","0",0.654167118655611,"TP2_GI","Full","Base"
"321","Wintmalt/DH130910","2",0.498255882179494,"TP2_GI","Full","Base"
"322","Wintmalt/DH130910","Overall",0.907156652988025,"TP2_GI","Full","Base"
"323","Flavia/DH130910","2",0.785404583960974,"TP2_GI","Full","Base"
"324","Flavia/DH130910","Overall",0.785404583960974,"TP2_GI","Full","Base"
"325","Overall","0",0.295702366558995,"TP2_GI","Full","Base"
"326","Overall","2",0.753096116675874,"TP2_GI","Full","Base"
"327","Overall","Overall",0.874433576062782,"TP2_GI","Full","Base"
"328","Scala/DH130910","0",0.311336858898265,"TP2_GI","Full","Base"
"329","Scala/DH130910","2",0.329412149081618,"TP2_GI","Full","Base"
"330","Scala/DH130910","Overall",0.810565126956224,"TP2_GI","Full","Base"
"331","SY_Tepee/DH130910","0",-0.183659111426937,"TP2_GI","Full","Base"
"332","SY_Tepee/DH130910","2",0.801217675841735,"TP2_GI","Full","Base"
"333","SY_Tepee/DH130910","Overall",0.896275902874655,"TP2_GI","Full","Base"
"334","Wintmalt/DH130910","0",0.564521756056548,"TP2_GI","Full","Base"
"335","Wintmalt/DH130910","2",0.477186188583175,"TP2_GI","Full","Base"
"336","Wintmalt/DH130910","Overall",0.874141291908235,"TP2_GI","Full","Base"
"337","DH130910","2",NA,"TP2_GI","Full","Base"
"338","DH130910","Overall",NA,"TP2_GI","Full","Base"
"339","Flavia/DH130910","2",0.683148925656985,"TP2_GI","Full","Base"
"340","Flavia/DH130910","Overall",0.683148925656985,"TP2_GI","Full","Base"
"341","Overall","0",0.418749993672265,"TP2_GI","Full","Base"
"342","Overall","2",0.525506516625951,"TP2_GI","Full","Base"
"343","Overall","Overall",0.88035878730385,"TP2_GI","Full","Base"
"344","Scala/DH130910","0",0.365238311189515,"TP2_GI","Full","Base"
"345","Scala/DH130910","2",0.422029374247556,"TP2_GI","Full","Base"
"346","Scala/DH130910","Overall",0.890905833591571,"TP2_GI","Full","Base"
"347","SY_Tepee/DH130910","0",0.540824412732609,"TP2_GI","Full","Base"
"348","SY_Tepee/DH130910","2",0.231521663230342,"TP2_GI","Full","Base"
"349","SY_Tepee/DH130910","Overall",0.906832863380224,"TP2_GI","Full","Base"
"350","Wintmalt/DH130910","0",0.492749324236481,"TP2_GI","Full","Base"
"351","Wintmalt/DH130910","2",0.312464093104191,"TP2_GI","Full","Base"
"352","Wintmalt/DH130910","Overall",0.847441933713545,"TP2_GI","Full","Base"
"353","DH130910","2",NA,"TP2_GI","Full","Base"
"354","DH130910","Overall",NA,"TP2_GI","Full","Base"
"355","Flavia/DH130910","2",0.0128068809423841,"TP2_GI","Full","Base"
"356","Flavia/DH130910","Overall",0.0128068809423841,"TP2_GI","Full","Base"
"357","Overall","0",0.409415800608079,"TP2_GI","Full","Base"
"358","Overall","2",0.444619787757631,"TP2_GI","Full","Base"
"359","Overall","Overall",0.896582140854874,"TP2_GI","Full","Base"
"360","Scala/DH130910","0",0.44244255084286,"TP2_GI","Full","Base"
"361","Scala/DH130910","2",0.496071584536946,"TP2_GI","Full","Base"
"362","Scala/DH130910","Overall",0.90700239528113,"TP2_GI","Full","Base"
"363","SY_Tepee/DH130910","0",0.190452807107285,"TP2_GI","Full","Base"
"364","SY_Tepee/DH130910","2",-0.100095495115901,"TP2_GI","Full","Base"
"365","SY_Tepee/DH130910","Overall",0.899391414903021,"TP2_GI","Full","Base"
"366","Wintmalt/DH130910","0",0.669538110299874,"TP2_GI","Full","Base"
"367","Wintmalt/DH130910","2",0.701796124770123,"TP2_GI","Full","Base"
"368","Wintmalt/DH130910","Overall",0.942559450582569,"TP2_GI","Full","Base"
